ngram,partition,token,attention,predict,confidence
29,0,times,0.0027371186297386885,targetvm,0.9234731197357178
29,,##tam,0.0006374940276145935,,
29,,##p,0.0022849678061902523,,
29,,failed,0.0379025861620903,,
29,,at,0.0013349506771191955,,
29,,play,0.00022254072246141732,,
29,,mouse,0.0003843763843178749,,
29,,driver,0.0008224499179050326,,
29,,v,0.0006978150922805071,,
29,,##m,0.0016053717117756605,,
29,,tools,0.0023954594507813454,,
29,,times,0.0027200093027204275,,
29,,##tam,0.0004784976481460035,,
29,,##p,0.0025321817956864834,,
29,,task,0.01763780415058136,,
29,,wait,0.011558480560779572,,
29,,for,0.00427194032818079,,
29,,getting,0.009217473678290844,,
29,,v,0.002016423735767603,,
29,,##m,0.00753034045919776,,
29,,test,0.009989136829972267,,
29,,v,0.0024792132899165154,,
29,,##m,0.004200789611786604,,
29,,ip,0.00603138655424118,,
29,,address,0.013615569099783897,,
29,,on,0.00716911256313324,,
29,,es,0.0033746156841516495,,
29,,##xi,0.004976644180715084,,
29,,ip,0.004217233508825302,,
29,,address,0.010955016128718853,,
29,,fatal,0.08551210165023804,,
29,,local,0.01506814919412136,,
29,,##hos,0.0026059052906930447,,
29,,##t,0.028591372072696686,,
29,,un,0.058604832738637924,,
29,,reach,0.03223412483930588,,
29,,##able,0.026902025565505028,,
29,,failed,0.15469592809677124,,
29,,to,0.0739530473947525,,
29,,create,0.23653432726860046,,
29,1,failed,0.0507974773645401,targetvm,0.8870120048522949
29,,at,0.0005312704597599804,,
29,,play,0.00020816284813918173,,
29,,mouse,0.0003323080891277641,,
29,,driver,0.0008833838510327041,,
29,,v,0.0006795047083869576,,
29,,##m,0.0015176709275692701,,
29,,tools,0.0011713211424648762,,
29,,times,0.0006530818063765764,,
29,,##tam,0.0002272593992529437,,
29,,##p,0.0009405924356542528,,
29,,task,0.021229039877653122,,
29,,wait,0.007383374031633139,,
29,,for,0.002100241370499134,,
29,,getting,0.005228306166827679,,
29,,v,0.001534794457256794,,
29,,##m,0.005739105399698019,,
29,,test,0.006729260087013245,,
29,,v,0.0019729703199118376,,
29,,##m,0.0032097618095576763,,
29,,ip,0.003932937979698181,,
29,,address,0.008695187978446484,,
29,,on,0.0038083395920693874,,
29,,es,0.0019695060327649117,,
29,,##xi,0.00384314963594079,,
29,,ip,0.0028756377287209034,,
29,,address,0.007525492459535599,,
29,,fatal,0.0790511816740036,,
29,,local,0.012152349576354027,,
29,,##hos,0.0020493166521191597,,
29,,##t,0.034246593713760376,,
29,,un,0.05909255892038345,,
29,,reach,0.035864003002643585,,
29,,##able,0.03700941801071167,,
29,,failed,0.20066457986831665,,
29,,to,0.06804711371660233,,
29,,create,0.10691092908382416,,
29,,temporary,0.12216043472290039,,
29,2,at,0.009605687111616135,targetvm,0.9869062304496765
29,,play,0.0009645332465879619,,
29,,mouse,0.0011671485844999552,,
29,,driver,0.0019500873750075698,,
29,,v,0.0014278446324169636,,
29,,##m,0.003305545775219798,,
29,,tools,0.004095891024917364,,
29,,times,0.0012189355911687016,,
29,,##tam,0.000373790564481169,,
29,,##p,0.0015035670949146152,,
29,,task,0.028906233608722687,,
29,,wait,0.016812879592180252,,
29,,for,0.005852817557752132,,
29,,getting,0.011272690258920193,,
29,,v,0.002795172855257988,,
29,,##m,0.008204082027077675,,
29,,test,0.010780872777104378,,
29,,v,0.0031447801738977432,,
29,,##m,0.00498112291097641,,
29,,ip,0.004620672203600407,,
29,,address,0.009585815481841564,,
29,,on,0.0046912673860788345,,
29,,es,0.0024621072225272655,,
29,,##xi,0.004954218398779631,,
29,,ip,0.003366433084011078,,
29,,address,0.008520693518221378,,
29,,fatal,0.05677993223071098,,
29,,local,0.011379286646842957,,
29,,##hos,0.0021298215724527836,,
29,,##t,0.023056186735630035,,
29,,un,0.03836587443947792,,
29,,reach,0.030055424198508263,,
29,,##able,0.02572472020983696,,
29,,failed,0.1146463006734848,,
29,,to,0.06324516236782074,,
29,,create,0.11958086490631104,,
29,,temporary,0.09797515720129013,,
29,,directory,0.1411811113357544,,
29,3,play,0.001774867414496839,targetvm,0.9710644483566284
29,,mouse,0.0009828208712860942,,
29,,driver,0.0018832443747669458,,
29,,v,0.001348137273453176,,
29,,##m,0.002563070971518755,,
29,,tools,0.004823859315365553,,
29,,times,0.0010821189498528838,,
29,,##tam,0.0003565842052921653,,
29,,##p,0.0013270651688799262,,
29,,task,0.024811072275042534,,
29,,wait,0.018051840364933014,,
29,,for,0.005095363594591618,,
29,,getting,0.009082767181098461,,
29,,v,0.0022779866121709347,,
29,,##m,0.005354447290301323,,
29,,test,0.007668725214898586,,
29,,v,0.002538089407607913,,
29,,##m,0.0032884671818464994,,
29,,ip,0.0030067041516304016,,
29,,address,0.008008579723536968,,
29,,on,0.0033698182087391615,,
29,,es,0.0019378153374418616,,
29,,##xi,0.004119053948670626,,
29,,ip,0.0021484005264937878,,
29,,address,0.006646296940743923,,
29,,fatal,0.054610274732112885,,
29,,local,0.008328569121658802,,
29,,##hos,0.0014562415890395641,,
29,,##t,0.0195858683437109,,
29,,un,0.0351877436041832,,
29,,reach,0.02435641549527645,,
29,,##able,0.021600235253572464,,
29,,failed,0.11226755380630493,,
29,,to,0.054119061678647995,,
29,,create,0.0964050441980362,,
29,,temporary,0.0844343826174736,,
29,,directory,0.11285724490880966,,
