processed,target
[MASK] failed at [MASK] [MASK] ip address [MASK] task skip [MASK] case [MASK] ip address reason blocked [MASK] [MASK] home worker workspace [MASK] windows server lts [MASK] main lsi logic [MASK] efi [MASK] vsphere gos [MASK] [MASK] [MASK] [MASK] case yml number [MASK] localhost failed test [MASK] check ip [MASK] is blocked [MASK] vmware tools installed false running false,usererror
timestamp [MASK] at play nvme [MASK] hba device ops [MASK] number timestamp task verify disk number [MASK] in guest [MASK] [MASK] path home worker [MASK] ansible cycle windows number [MASK] vsphere gos [MASK] [MASK] [MASK] hba hot [MASK] remove hot add vm disk [MASK] ctrl [MASK] number fatal [MASK] [MASK] [MASK] number not increase [MASK] [MASK] [MASK] add [MASK] after [MASK] add number,usererror
timestamp failed at [MASK] check [MASK] snapshot [MASK] task [MASK] [MASK] case [MASK] quiesce snapshot reason [MASK] task [MASK] home [MASK] workspace ansible cycle windows number [MASK] vsphere [MASK] validation [MASK] skip test case [MASK] number [MASK] localhost failed test case check quiesce snapshot is [MASK] because [MASK] [MASK] installed [MASK] running false,usererror
timestamp failed [MASK] play [MASK] ip [MASK] timestamp task [MASK] [MASK] case [MASK] ip [MASK] [MASK] blocked task [MASK] [MASK] worker workspace [MASK] [MASK] windows number [MASK] vsphere gos validation common [MASK] test case yml [MASK] fatal localhost [MASK] test case [MASK] ip address is blocked because vmware tools [MASK] false running false,usererror
timestamp [MASK] [MASK] play deploy vm efi para [MASK] vmxnet number timestamp task [MASK] a new vm [MASK] ansible ubuntu [MASK] [MASK] auto install [MASK] [MASK] [MASK] address task [MASK] [MASK] worker workspace zyh ansible ubuntu existing testbed number ansible [MASK] gos validation [MASK] [MASK] [MASK] [MASK] number fatal [MASK] failed failed [MASK] [MASK] a virtual [MASK] a component [MASK] the [MASK] machine is not accessible [MASK] the [MASK] timestamp task testing exit [MASK] to [MASK] task path [MASK] [MASK] [MASK] [MASK] ansible [MASK] existing testbed number ansible [MASK] gos validation common test [MASK] yml [MASK] fatal localhost failed exit [MASK] when exit [MASK] when [MASK] is set [MASK] [MASK] in test case deploy vm [MASK] para virtual [MASK] number,usererror
[MASK] [MASK] at [MASK] [MASK] ip [MASK] timestamp task skip test [MASK] check ip address reason [MASK] task path home worker [MASK] ansible windows server [MASK] [MASK] main lsi logic [MASK] efi ansible vsphere [MASK] [MASK] [MASK] skip [MASK] case [MASK] number [MASK] localhost failed [MASK] case check [MASK] address is blocked because vmware [MASK] installed false running false,usererror
timestamp failed [MASK] play nvme v hba device ops [MASK] [MASK] [MASK] task [MASK] disk number increases [MASK] [MASK] os task path home worker workspace ansible [MASK] windows [MASK] [MASK] [MASK] gos validation windows v hba hot add remove [MASK] add vm disk [MASK] ctrl [MASK] [MASK] fatal localhost failed disk [MASK] [MASK] [MASK] [MASK] before [MASK] [MASK] [MASK] after hot add number,usererror
[MASK] failed [MASK] play check quiesce [MASK] timestamp [MASK] skip [MASK] case check [MASK] [MASK] [MASK] blocked task path [MASK] worker workspace ansible cycle windows number [MASK] vsphere gos validation common skip test [MASK] yml [MASK] fatal localhost failed [MASK] case check [MASK] [MASK] [MASK] blocked [MASK] vmware [MASK] installed false running false,usererror
timestamp failed at [MASK] [MASK] ip address [MASK] task skip [MASK] [MASK] check [MASK] [MASK] reason blocked task path [MASK] worker workspace ansible cycle windows [MASK] ansible [MASK] [MASK] validation common skip test case yml [MASK] [MASK] [MASK] failed [MASK] case check [MASK] [MASK] is blocked because vmware tools installed [MASK] running false,usererror
timestamp [MASK] at [MASK] [MASK] [MASK] efi para virtual vmxnet number timestamp task create [MASK] new [MASK] [MASK] ansible [MASK] number [MASK] auto [MASK] on server [MASK] address task [MASK] home worker workspace [MASK] ansible [MASK] existing testbed number ansible [MASK] gos validation [MASK] vm [MASK] yml number fatal localhost [MASK] failed [MASK] create a virtual machine a component of the [MASK] [MASK] is not accessible [MASK] [MASK] host timestamp [MASK] testing exit due to failure [MASK] path home worker workspace zyh ansible ubuntu existing testbed [MASK] [MASK] vsphere [MASK] [MASK] common test [MASK] yml number [MASK] [MASK] failed [MASK] testing when exit [MASK] when fail [MASK] set [MASK] [MASK] in test [MASK] deploy [MASK] [MASK] [MASK] [MASK] vmxnet number,usererror
timestamp [MASK] at play check ip address timestamp [MASK] skip test case [MASK] ip [MASK] [MASK] blocked [MASK] [MASK] home worker [MASK] ansible windows server lts c main [MASK] logic sas efi ansible vsphere [MASK] [MASK] common [MASK] test [MASK] [MASK] number fatal localhost [MASK] test case check [MASK] address is [MASK] because vmware tools installed [MASK] [MASK] [MASK],usererror
timestamp failed [MASK] play nvme [MASK] hba device ops spec number [MASK] task verify [MASK] [MASK] increases [MASK] guest [MASK] task path home [MASK] workspace [MASK] cycle [MASK] number [MASK] vsphere gos validation [MASK] [MASK] hba hot [MASK] [MASK] [MASK] add [MASK] disk existing ctrl yml [MASK] fatal localhost [MASK] disk number not increase [MASK] before hot add number after hot [MASK] [MASK],usererror
timestamp failed [MASK] play check [MASK] snapshot timestamp [MASK] [MASK] test case [MASK] quiesce snapshot [MASK] blocked task path home worker workspace ansible [MASK] windows number [MASK] [MASK] gos [MASK] common [MASK] test case [MASK] number fatal [MASK] failed test case check quiesce [MASK] is blocked because [MASK] [MASK] [MASK] false running [MASK],usererror
timestamp failed [MASK] [MASK] [MASK] [MASK] address timestamp [MASK] [MASK] [MASK] case check ip address reason blocked [MASK] path home worker workspace ansible [MASK] windows [MASK] ansible vsphere gos [MASK] common skip test case yml number fatal [MASK] [MASK] test case [MASK] ip [MASK] is [MASK] because [MASK] tools installed [MASK] running false,usererror
[MASK] failed at play deploy vm efi para [MASK] [MASK] number timestamp task [MASK] a new vm zyh [MASK] [MASK] number desktop auto install on [MASK] [MASK] address task [MASK] [MASK] worker workspace zyh [MASK] ubuntu existing testbed [MASK] ansible vsphere [MASK] validation common vm create yml [MASK] fatal localhost failed [MASK] to [MASK] a [MASK] machine a component of [MASK] virtual [MASK] [MASK] not [MASK] [MASK] the [MASK] [MASK] [MASK] [MASK] exit due to [MASK] task [MASK] [MASK] worker workspace [MASK] [MASK] ubuntu [MASK] testbed number ansible vsphere [MASK] validation common test rescue [MASK] [MASK] fatal [MASK] failed exit testing when exit [MASK] when fail [MASK] set [MASK] [MASK] in test case deploy vm [MASK] para [MASK] vmxnet number,usererror
timestamp failed [MASK] [MASK] check [MASK] address timestamp [MASK] [MASK] [MASK] case check ip address [MASK] [MASK] task [MASK] home worker [MASK] [MASK] [MASK] server [MASK] c main lsi [MASK] sas efi [MASK] vsphere gos [MASK] [MASK] skip test case yml number fatal localhost failed test case [MASK] ip address [MASK] blocked because vmware [MASK] installed false running false,usererror
timestamp [MASK] at play nvme v hba device ops [MASK] [MASK] timestamp task [MASK] disk [MASK] increases in [MASK] [MASK] task [MASK] home worker [MASK] ansible cycle [MASK] number [MASK] [MASK] gos validation windows v hba [MASK] add remove [MASK] add vm disk [MASK] ctrl [MASK] number fatal localhost [MASK] disk [MASK] not increase [MASK] [MASK] [MASK] add number after [MASK] add number,usererror
timestamp [MASK] [MASK] play check quiesce [MASK] timestamp task skip [MASK] case check quiesce snapshot reason [MASK] task [MASK] [MASK] worker workspace [MASK] cycle windows [MASK] ansible [MASK] [MASK] validation common [MASK] test case [MASK] number fatal localhost failed [MASK] case check [MASK] snapshot is blocked [MASK] vmware [MASK] installed false running [MASK],usererror
[MASK] [MASK] [MASK] play check ip address timestamp [MASK] skip test [MASK] [MASK] ip address [MASK] [MASK] [MASK] path [MASK] [MASK] workspace ansible cycle windows [MASK] [MASK] vsphere [MASK] validation common skip [MASK] case yml [MASK] fatal [MASK] failed [MASK] case check ip address is blocked because vmware tools installed false running false,usererror
[MASK] failed at play deploy vm [MASK] [MASK] [MASK] vmxnet [MASK] timestamp [MASK] [MASK] a new vm zyh ansible [MASK] number desktop auto install on [MASK] ip [MASK] task path home [MASK] [MASK] zyh [MASK] ubuntu existing testbed number ansible vsphere gos validation common vm create yml number [MASK] localhost [MASK] failed [MASK] create [MASK] [MASK] [MASK] a component [MASK] the [MASK] machine [MASK] not accessible on the [MASK] [MASK] task testing exit due to [MASK] [MASK] path home [MASK] [MASK] zyh [MASK] [MASK] existing [MASK] number ansible vsphere gos validation common [MASK] rescue yml [MASK] [MASK] localhost [MASK] exit testing [MASK] [MASK] [MASK] when [MASK] [MASK] set to true in test case deploy [MASK] efi [MASK] virtual vmxnet number,usererror
timestamp [MASK] at [MASK] check ip address [MASK] task [MASK] test [MASK] check ip address reason blocked task path home [MASK] workspace ansible [MASK] server lts c [MASK] lsi logic [MASK] efi ansible vsphere [MASK] [MASK] common [MASK] [MASK] [MASK] [MASK] number fatal localhost [MASK] test case check ip address is [MASK] [MASK] vmware [MASK] [MASK] false running false,usererror
