processed,target
[MASK] failed at play [MASK] host time timestamp task stat host time assert vm [MASK] [MASK] ip v number address for vm test windows [MASK] [MASK] [MASK] [MASK] worker workspace ansible regression [MASK] number [MASK] vsphere [MASK] validation common vm get primary [MASK] [MASK] [MASK] fatal localhost [MASK] not found [MASK] ip [MASK] number address [MASK] vm test [MASK] number error [MASK] not [MASK] valid ip [MASK] [MASK] address [MASK] [MASK] [MASK] windows number number,targetvm
timestamp [MASK] at [MASK] number deploy vm timestamp task [MASK] [MASK] vm [MASK] for message auto install [MASK] completed appear in vm log serial timestamp [MASK] task path home worker [MASK] ansible [MASK] lsi logic sas vmxnet number bios ansible vsphere [MASK] validation [MASK] vm [MASK] [MASK] [MASK] yml number [MASK] localhost failed attempts [MASK] censored the [MASK] [MASK] been hidden due to the [MASK] that no log true was [MASK] [MASK] this [MASK] changed false error [MASK] timestamp [MASK] number deploy [MASK] testing [MASK] due to [MASK] task path home worker workspace ansible sled [MASK] logic sas vmxnet number [MASK] ansible [MASK] gos validation common [MASK] rescue [MASK] number [MASK] localhost failed exit testing because exit testing [MASK] fail is [MASK] to true [MASK] test case [MASK] vm [MASK] lsi [MASK] sas vmxnet number error [MASK] exit testing because exit [MASK] [MASK] fail is set [MASK] true in test [MASK] deploy vm [MASK] [MASK] logic [MASK] vmxnet number timestamp [MASK] number deploy vm [MASK] [MASK] tools [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] task [MASK] [MASK] worker [MASK] [MASK] [MASK] lsi [MASK] sas vmxnet [MASK] bios ansible [MASK] [MASK] validation common [MASK] wait guest full name yml [MASK] [MASK] [MASK] [MASK] it [MASK] timed [MASK] for [MASK] tools collecting guest [MASK] full name in [MASK] seconds [MASK] vmware tools running status is guest tools not running and guest os [MASK] name is error [MASK] [MASK] s [MASK] out [MASK] [MASK] tools collecting [MASK] os full name [MASK] number seconds current [MASK] [MASK] running status is guest [MASK] [MASK] [MASK] and [MASK] os full name is,targetvm
[MASK] [MASK] at play [MASK] [MASK] [MASK] static [MASK] [MASK] task go [MASK] sanity static [MASK] revert snapshot [MASK] task path home worker workspace ansible windows [MASK] lts [MASK] physical [MASK] number ga lsi logic sas efi ansible [MASK] gos validation common [MASK] revert snapshot [MASK] [MASK] fatal localhost failed revert to snapshot base [MASK] [MASK] error message [MASK] to snapshot [MASK] snapshot [MASK],targetvm
timestamp [MASK] [MASK] [MASK] number [MASK] [MASK] [MASK] timestamp task number [MASK] verify install assert command is [MASK] [MASK] task path home worker workspace ansible cycle [MASK] [MASK] iso [MASK] [MASK] gos [MASK] linux [MASK] [MASK] tools un install [MASK] yml number fatal localhost failed failed to un install open vm tools [MASK] [MASK] command [MASK] enable repository photon enable repository [MASK] [MASK] y remove [MASK] vm [MASK] error message failed to [MASK] install [MASK] [MASK] tools [MASK] executing [MASK] [MASK] [MASK] repository photon enable repository photon [MASK] y [MASK] open vm tools timestamp task number [MASK] verify [MASK] testing exit due to failure task [MASK] home worker [MASK] ansible cycle photon number [MASK] [MASK] vsphere [MASK] validation [MASK] [MASK] [MASK] [MASK] number fatal [MASK] failed exit testing because exit [MASK] [MASK] fail [MASK] set to [MASK] in test case [MASK] verify install error message [MASK] testing because exit testing when fail is set to [MASK] [MASK] [MASK] case [MASK] [MASK] install,targetvm
[MASK] failed at [MASK] [MASK] sc sanity static ip [MASK] task go [MASK] [MASK] static ip [MASK] [MASK] guest [MASK] task path [MASK] [MASK] workspace ansible cycle [MASK] number ansible vsphere [MASK] [MASK] [MASK] guest [MASK] win [MASK] [MASK] execution yml number fatal [MASK] [MASK] customization [MASK] for detailed information see warnings waiting for [MASK] result [MASK] [MASK] out error message customization failed for detailed [MASK] [MASK] warnings timestamp task [MASK] [MASK] sanity [MASK] ip fetch file [MASK] [MASK] temp [MASK] imc [MASK] cust log [MASK] vm [MASK] [MASK] path [MASK] worker workspace [MASK] cycle windows number ansible [MASK] [MASK] validation common [MASK] guest file operation [MASK] number exception in [MASK] guest file operation python when [MASK] [MASK] soap adapter python when invoke [MASK] [MASK] localhost failed invalid guest login for [MASK] administrator error message invalid guest login for [MASK] administrator,targetvm
[MASK] [MASK] at play stat [MASK] [MASK] timestamp [MASK] [MASK] host [MASK] [MASK] vm has valid ip [MASK] [MASK] address for vm [MASK] [MASK] number [MASK] path [MASK] worker workspace ansible [MASK] [MASK] [MASK] ansible vsphere gos [MASK] [MASK] vm get primary nic yml number fatal localhost failed not found valid [MASK] v number address [MASK] vm [MASK] windows number error message not [MASK] valid ip [MASK] number address for vm [MASK] windows [MASK] number,targetvm
timestamp [MASK] at play number [MASK] vm timestamp [MASK] number deploy vm [MASK] [MASK] message auto [MASK] [MASK] completed appear in vm [MASK] [MASK] timestamp log task path [MASK] worker workspace [MASK] sled lsi logic sas vmxnet number bios [MASK] vsphere gos validation [MASK] [MASK] [MASK] log [MASK] yml number fatal localhost [MASK] attempts number [MASK] the [MASK] has been hidden due to [MASK] fact that [MASK] log true [MASK] specified for this result [MASK] [MASK] error [MASK] [MASK] [MASK] number [MASK] [MASK] [MASK] [MASK] due to failure task [MASK] [MASK] [MASK] workspace ansible sled [MASK] [MASK] sas vmxnet number [MASK] ansible vsphere gos validation [MASK] [MASK] [MASK] yml [MASK] fatal localhost [MASK] exit testing because [MASK] [MASK] when fail [MASK] set to [MASK] in [MASK] case [MASK] [MASK] [MASK] [MASK] logic [MASK] vmxnet number [MASK] message exit testing because exit [MASK] when fail is [MASK] to true in test [MASK] [MASK] [MASK] bios [MASK] logic [MASK] [MASK] number timestamp task number deploy vm check vmware tools is running and collects guest os full name successfully [MASK] [MASK] home worker workspace ansible [MASK] lsi logic sas vmxnet number bios [MASK] vsphere gos validation common [MASK] [MASK] guest full [MASK] yml [MASK] fatal [MASK] failed [MASK] s [MASK] [MASK] for [MASK] tools collecting guest os [MASK] name in [MASK] seconds [MASK] [MASK] tools running [MASK] is [MASK] [MASK] not running [MASK] guest [MASK] [MASK] name is [MASK] message it s timed out for vmware tools [MASK] [MASK] os full [MASK] in number seconds [MASK] [MASK] tools running [MASK] is guest tools [MASK] running and guest os full name [MASK],targetvm
[MASK] failed at play go [MASK] sanity static ip timestamp task [MASK] sc [MASK] static [MASK] revert [MASK] failed task path home [MASK] workspace ansible [MASK] [MASK] lts c [MASK] [MASK] number ga [MASK] [MASK] sas efi [MASK] vsphere gos [MASK] [MASK] vm revert snapshot [MASK] number [MASK] [MASK] failed revert to snapshot base [MASK] [MASK] [MASK] message revert to snapshot base snapshot failed,targetvm
timestamp failed [MASK] [MASK] [MASK] ovt verify install timestamp task [MASK] ovt verify install assert command is [MASK] successfully task path home worker workspace ansible cycle photon number [MASK] [MASK] vsphere gos [MASK] linux open [MASK] [MASK] [MASK] install [MASK] [MASK] number [MASK] [MASK] failed failed to un [MASK] open vm [MASK] by [MASK] command tdnf enable repository photon enable repository [MASK] [MASK] [MASK] remove [MASK] [MASK] tools error message failed to [MASK] [MASK] open vm [MASK] [MASK] executing command tdnf enable repository [MASK] [MASK] [MASK] photon updates [MASK] remove open [MASK] [MASK] [MASK] task [MASK] [MASK] verify install testing exit due [MASK] [MASK] [MASK] path home [MASK] [MASK] ansible cycle photon number iso [MASK] vsphere gos validation [MASK] test [MASK] [MASK] number fatal localhost failed exit testing because exit testing when fail is set [MASK] true in test [MASK] ovt [MASK] install error message [MASK] [MASK] because [MASK] [MASK] [MASK] fail [MASK] set [MASK] true in [MASK] case ovt verify install,targetvm
timestamp failed [MASK] play [MASK] sc [MASK] static ip [MASK] task go sc [MASK] static [MASK] [MASK] [MASK] guest os [MASK] path home worker [MASK] [MASK] [MASK] windows number [MASK] vsphere gos validation windows guest [MASK] win go sc [MASK] yml number [MASK] [MASK] failed customization failed for [MASK] information [MASK] warnings waiting for customization result event timed out [MASK] [MASK] customization failed for detailed information see warnings [MASK] [MASK] [MASK] sc sanity [MASK] ip [MASK] file c windows [MASK] vmware imc guest cust log [MASK] vm guest task [MASK] home [MASK] workspace ansible cycle windows number ansible [MASK] gos [MASK] common vm [MASK] [MASK] [MASK] yml number exception in [MASK] guest file [MASK] [MASK] [MASK] [MASK] in [MASK] adapter python when invoke method [MASK] [MASK] failed invalid [MASK] login [MASK] [MASK] administrator error message invalid guest [MASK] [MASK] user [MASK],targetvm
