processed,target
timestamp failed at play win tools complete install [MASK] timestamp task win [MASK] complete [MASK] verify create snapshot base [MASK] on test vm task [MASK] [MASK] worker workspace [MASK] [MASK] number [MASK] [MASK] virtual [MASK] number efi ansible vsphere [MASK] validation [MASK] vm take [MASK] yml number fatal [MASK] [MASK] an error occurred [MASK] [MASK] with the [MASK] [MASK],targetvm
timestamp failed [MASK] play deploy ubuntu ova timestamp [MASK] deploy [MASK] [MASK] wait for [MASK] tools [MASK] guest os [MASK] [MASK] task [MASK] [MASK] worker workspace ansible ubuntu lts server [MASK] [MASK] vsphere gos [MASK] [MASK] vm wait [MASK] [MASK] [MASK] yml [MASK] fatal localhost [MASK] hardware configuration [MASK] timestamp task [MASK] ubuntu ova testing exit [MASK] to [MASK] task path home worker [MASK] [MASK] ubuntu [MASK] [MASK] [MASK] ansible [MASK] gos validation common test rescue yml number fatal localhost [MASK] exit testing when exit [MASK] when fail is set to true in [MASK] [MASK] deploy ubuntu [MASK],targetvm
[MASK] failed [MASK] [MASK] deploy [MASK] ova timestamp task deploy ubuntu [MASK] wait for vmware [MASK] collecting guest [MASK] full [MASK] [MASK] path home worker workspace ansible [MASK] lts server [MASK] ansible [MASK] gos validation common vm wait guest full name yml number fatal [MASK] failed hardware configuration [MASK] [MASK] [MASK] deploy ubuntu [MASK] [MASK] [MASK] due to [MASK] task [MASK] home [MASK] workspace ansible [MASK] [MASK] server ova ansible vsphere gos validation [MASK] [MASK] rescue yml number fatal localhost [MASK] [MASK] [MASK] when [MASK] testing when fail [MASK] [MASK] [MASK] true in test case deploy [MASK] ova,targetvm
timestamp failed at play win tools complete install verify timestamp [MASK] win tools complete [MASK] verify create snapshot [MASK] [MASK] [MASK] test [MASK] [MASK] path [MASK] worker [MASK] ansible windows number [MASK] para [MASK] vmxnet number [MASK] ansible vsphere gos validation common vm [MASK] snapshot yml [MASK] [MASK] [MASK] failed an [MASK] occurred [MASK] communicating [MASK] the remote [MASK],targetvm
timestamp failed [MASK] play deploy ubuntu ova [MASK] task deploy ubuntu [MASK] wait [MASK] vmware [MASK] collecting [MASK] os full name task path home worker workspace ansible ubuntu lts server ova ansible vsphere [MASK] [MASK] [MASK] [MASK] wait guest full name yml number fatal localhost [MASK] hardware [MASK] [MASK] timestamp [MASK] [MASK] ubuntu ova testing exit due [MASK] failure task path home [MASK] workspace ansible ubuntu [MASK] server [MASK] [MASK] [MASK] gos [MASK] common test [MASK] [MASK] [MASK] fatal [MASK] [MASK] [MASK] testing [MASK] [MASK] testing [MASK] fail is set [MASK] true [MASK] test case deploy ubuntu [MASK],targetvm
[MASK] [MASK] at play deploy [MASK] ova timestamp task deploy ubuntu ova [MASK] [MASK] vmware [MASK] collecting [MASK] [MASK] full name task [MASK] home worker workspace ansible ubuntu lts [MASK] ova ansible vsphere [MASK] validation common vm wait guest [MASK] [MASK] yml number fatal localhost [MASK] [MASK] configuration table timestamp [MASK] [MASK] ubuntu [MASK] [MASK] exit due to failure task [MASK] home worker workspace [MASK] ubuntu lts server ova [MASK] [MASK] gos [MASK] [MASK] test [MASK] yml [MASK] [MASK] [MASK] failed exit [MASK] [MASK] exit testing when fail [MASK] [MASK] to true in test [MASK] deploy ubuntu ova,targetvm
[MASK] [MASK] [MASK] play win tools complete [MASK] [MASK] timestamp task win tools [MASK] install verify [MASK] snapshot base snapshot on test [MASK] task [MASK] home worker workspace [MASK] windows [MASK] main [MASK] [MASK] vmxnet number efi ansible vsphere [MASK] [MASK] common vm take [MASK] yml number [MASK] localhost failed [MASK] error occurred while communicating [MASK] the remote [MASK],targetvm
timestamp failed at play deploy [MASK] [MASK] [MASK] task deploy [MASK] ova wait for vmware tools collecting [MASK] os full name task path [MASK] worker [MASK] ansible ubuntu [MASK] [MASK] [MASK] [MASK] vsphere gos validation [MASK] vm wait guest full name yml number fatal [MASK] failed hardware configuration table [MASK] [MASK] deploy ubuntu [MASK] [MASK] [MASK] due to [MASK] [MASK] path [MASK] worker [MASK] [MASK] ubuntu [MASK] [MASK] ova ansible vsphere gos [MASK] [MASK] test [MASK] [MASK] number [MASK] localhost failed exit [MASK] when exit testing when fail is set [MASK] true in test [MASK] [MASK] ubuntu ova,targetvm
timestamp [MASK] at play deploy [MASK] ova [MASK] task deploy ubuntu ova wait for vmware tools [MASK] guest os full name task [MASK] home [MASK] workspace [MASK] ubuntu [MASK] [MASK] [MASK] ansible vsphere gos validation common vm wait guest full name [MASK] [MASK] fatal localhost failed hardware [MASK] [MASK] timestamp task deploy [MASK] ova testing exit due to failure [MASK] [MASK] home worker [MASK] [MASK] [MASK] [MASK] server ova [MASK] vsphere [MASK] [MASK] common test rescue yml [MASK] [MASK] localhost [MASK] [MASK] [MASK] when [MASK] testing when [MASK] is set [MASK] true in [MASK] [MASK] deploy ubuntu ova,targetvm
[MASK] failed at play win [MASK] complete [MASK] [MASK] [MASK] task win [MASK] complete [MASK] [MASK] create [MASK] base snapshot on test [MASK] task [MASK] home [MASK] workspace ansible windows number main [MASK] virtual vmxnet number efi ansible vsphere [MASK] [MASK] common vm [MASK] snapshot yml number [MASK] localhost failed an error [MASK] while communicating [MASK] [MASK] remote host,targetvm
