processed,target
timestamp [MASK] at [MASK] [MASK] enable disable timestamp task check vbs [MASK] running security service status task [MASK] home worker [MASK] ansible windows [MASK] [MASK] c main [MASK] [MASK] sas efi [MASK] vsphere [MASK] validation windows vbs [MASK] disable vbs enable test [MASK] number fatal [MASK] failed [MASK] is not running [MASK] [MASK] [MASK] vci is [MASK] running number [MASK],testcase
timestamp [MASK] at play vbs [MASK] [MASK] [MASK] task check vbs [MASK] running [MASK] service status task path [MASK] worker workspace ansible windows [MASK] main [MASK] efi [MASK] vsphere gos validation [MASK] vbs [MASK] disable [MASK] enable [MASK] yml [MASK] fatal [MASK] failed vbs is not [MASK] [MASK] or h vci is not running [MASK] number,testcase
timestamp [MASK] [MASK] play environment [MASK] [MASK] task check variables for new [MASK] settings [MASK] [MASK] home worker workspace create [MASK] vm library [MASK] [MASK] vsphere gos validation environment [MASK] check testing [MASK] [MASK] number fatal localhost failed invalid [MASK] for new [MASK] settings,testcase
[MASK] failed at [MASK] [MASK] [MASK] disable [MASK] [MASK] check vbs [MASK] [MASK] security service status task path [MASK] [MASK] workspace ansible [MASK] server lts c main lsi logic sas [MASK] ansible vsphere gos validation windows vbs [MASK] disable vbs enable test [MASK] number [MASK] localhost [MASK] vbs is [MASK] running number [MASK] [MASK] vci [MASK] [MASK] running number number,testcase
[MASK] [MASK] at play vbs enable [MASK] [MASK] [MASK] check vbs and [MASK] security service [MASK] [MASK] path home [MASK] workspace ansible windows [MASK] [MASK] [MASK] efi ansible vsphere gos validation windows [MASK] [MASK] [MASK] vbs enable test [MASK] number fatal [MASK] failed [MASK] is not [MASK] number or h vci is not running number number,testcase
timestamp failed at play environment [MASK] timestamp [MASK] check variables for new [MASK] settings task [MASK] [MASK] [MASK] workspace [MASK] [MASK] [MASK] library template ansible [MASK] [MASK] validation environment setup [MASK] [MASK] vars yml number [MASK] localhost failed [MASK] variables for new vm settings,testcase
timestamp [MASK] [MASK] play [MASK] enable [MASK] timestamp task check [MASK] [MASK] running security service status task path home worker workspace ansible windows server [MASK] c [MASK] [MASK] [MASK] sas [MASK] [MASK] vsphere gos validation windows [MASK] [MASK] [MASK] vbs enable test yml [MASK] fatal [MASK] failed vbs is not running number [MASK] [MASK] [MASK] [MASK] not running number number,testcase
[MASK] [MASK] at play vbs [MASK] [MASK] timestamp task check [MASK] and [MASK] security service status [MASK] [MASK] [MASK] [MASK] workspace [MASK] windows [MASK] main [MASK] efi ansible vsphere gos validation windows [MASK] enable disable vbs enable [MASK] [MASK] [MASK] fatal localhost failed vbs is not running number [MASK] h vci is [MASK] running number number,testcase
[MASK] failed [MASK] play environment [MASK] timestamp task check [MASK] for [MASK] vm [MASK] task path home [MASK] workspace [MASK] new vm [MASK] template [MASK] vsphere gos validation environment [MASK] [MASK] testing vars [MASK] [MASK] [MASK] localhost failed invalid variables for new vm settings,testcase
timestamp failed at [MASK] [MASK] [MASK] disable timestamp task check vbs and running security [MASK] status task path home [MASK] [MASK] ansible windows server lts c [MASK] [MASK] [MASK] [MASK] efi [MASK] [MASK] gos validation [MASK] vbs [MASK] [MASK] vbs enable test [MASK] number fatal localhost failed [MASK] is not running [MASK] or [MASK] vci is [MASK] running [MASK] number,testcase
timestamp failed [MASK] [MASK] vbs [MASK] disable timestamp [MASK] check vbs and running security [MASK] status task path home worker workspace ansible windows number main nvme efi ansible [MASK] [MASK] [MASK] [MASK] vbs [MASK] disable vbs [MASK] [MASK] yml number fatal [MASK] [MASK] [MASK] is not [MASK] number or h vci [MASK] [MASK] running [MASK] number,testcase
timestamp failed at play [MASK] [MASK] timestamp task check [MASK] for new [MASK] [MASK] task path [MASK] worker workspace create new vm library [MASK] ansible [MASK] [MASK] [MASK] environment [MASK] check [MASK] vars yml number fatal [MASK] failed invalid variables for [MASK] [MASK] settings,testcase
[MASK] [MASK] [MASK] play [MASK] enable disable timestamp [MASK] check vbs [MASK] [MASK] security [MASK] [MASK] [MASK] path home worker workspace ansible windows server lts c main [MASK] [MASK] sas efi ansible vsphere gos [MASK] windows [MASK] enable disable [MASK] enable [MASK] [MASK] number [MASK] localhost [MASK] vbs is not [MASK] number or h vci is not running number [MASK],testcase
[MASK] failed [MASK] play vbs enable disable timestamp task check [MASK] and running security [MASK] status [MASK] path [MASK] worker [MASK] ansible [MASK] number [MASK] nvme [MASK] ansible vsphere [MASK] validation windows vbs enable disable [MASK] [MASK] test yml [MASK] fatal localhost [MASK] vbs is not [MASK] number or [MASK] vci [MASK] not running number [MASK],testcase
timestamp failed at play [MASK] [MASK] [MASK] task check [MASK] [MASK] [MASK] vm settings task [MASK] [MASK] worker workspace create new [MASK] library template ansible vsphere gos validation [MASK] setup [MASK] testing [MASK] [MASK] number fatal localhost [MASK] invalid variables [MASK] new vm settings,testcase
timestamp [MASK] at [MASK] vbs enable disable timestamp task check [MASK] and running [MASK] service [MASK] [MASK] path home worker workspace ansible [MASK] server lts [MASK] main lsi logic sas [MASK] ansible vsphere gos validation windows vbs [MASK] [MASK] vbs [MASK] test [MASK] number [MASK] localhost [MASK] vbs is not [MASK] number or [MASK] [MASK] is [MASK] [MASK] [MASK] number,testcase
timestamp failed at play [MASK] enable disable [MASK] task check [MASK] [MASK] running security service status [MASK] [MASK] [MASK] worker workspace [MASK] windows number main nvme efi ansible vsphere gos validation windows [MASK] enable disable vbs [MASK] [MASK] yml number [MASK] localhost [MASK] vbs [MASK] [MASK] [MASK] [MASK] or [MASK] vci [MASK] not running number number,testcase
[MASK] [MASK] [MASK] play environment setup timestamp task [MASK] variables [MASK] new vm settings task path home worker workspace create [MASK] [MASK] [MASK] template ansible vsphere gos [MASK] [MASK] setup check testing vars [MASK] [MASK] [MASK] localhost [MASK] invalid [MASK] for new vm settings,testcase
timestamp failed at [MASK] [MASK] [MASK] disable timestamp [MASK] [MASK] [MASK] [MASK] [MASK] security service status [MASK] [MASK] home worker workspace ansible windows server [MASK] c main [MASK] logic sas [MASK] ansible vsphere gos validation [MASK] vbs enable disable vbs [MASK] [MASK] yml [MASK] [MASK] [MASK] failed [MASK] is not running number or h vci is [MASK] running number number,testcase
timestamp [MASK] at [MASK] vbs enable disable timestamp task check [MASK] and running security [MASK] [MASK] task path home worker [MASK] [MASK] windows number [MASK] nvme efi [MASK] vsphere gos validation [MASK] vbs enable disable [MASK] enable [MASK] yml [MASK] fatal [MASK] [MASK] [MASK] is not [MASK] number or h [MASK] is not running number [MASK],testcase
[MASK] failed at play environment setup timestamp [MASK] check variables for [MASK] vm [MASK] task [MASK] [MASK] worker workspace create new vm library template [MASK] vsphere [MASK] validation [MASK] [MASK] check testing vars [MASK] number fatal localhost [MASK] invalid variables for [MASK] [MASK] [MASK],testcase
[MASK] failed at play [MASK] enable disable timestamp task check vbs [MASK] [MASK] security [MASK] status [MASK] path home [MASK] workspace [MASK] [MASK] [MASK] lts [MASK] main lsi [MASK] sas efi [MASK] vsphere gos validation windows vbs enable [MASK] [MASK] enable test [MASK] number fatal localhost failed vbs [MASK] not running [MASK] [MASK] h [MASK] is not [MASK] number number,testcase
[MASK] [MASK] at play [MASK] enable [MASK] [MASK] task check [MASK] [MASK] running security service status task path home [MASK] workspace ansible [MASK] number main nvme efi ansible [MASK] [MASK] validation [MASK] vbs enable disable vbs enable test yml number fatal [MASK] failed [MASK] is not running [MASK] [MASK] [MASK] vci is not running [MASK] [MASK],testcase
