processed,target
timestamp failed at [MASK] number check quiesce snapshot timestamp [MASK] [MASK] [MASK] [MASK] [MASK] create snapshot quiesce [MASK] [MASK] [MASK] [MASK] [MASK] task path [MASK] worker workspace ansible windows number main para [MASK] efi [MASK] vsphere gos validation [MASK] vm [MASK] [MASK] yml number fatal [MASK] failed an error [MASK] [MASK] quiescing the [MASK] machine see the virtual machine s event log [MASK] [MASK] [MASK] message an error occurred [MASK] quiescing the virtual [MASK] see [MASK] virtual machine s event [MASK] for [MASK],targetvm
timestamp [MASK] at play [MASK] [MASK] disk [MASK] extend spec number timestamp [MASK] [MASK] [MASK] [MASK] hot extend spec number [MASK] snapshot [MASK] [MASK] path home worker [MASK] [MASK] [MASK] server lts c main para virtual efi ansible [MASK] [MASK] validation common vm revert snapshot yml number [MASK] localhost failed revert to snapshot [MASK] [MASK] failed error [MASK] revert to snapshot base [MASK] [MASK],targetvm
[MASK] failed at play number deploy vm timestamp [MASK] [MASK] deploy [MASK] [MASK] for message auto [MASK] [MASK] [MASK] [MASK] in [MASK] [MASK] serial timestamp log task path [MASK] worker workspace ansible [MASK] [MASK] [MASK] iso main para virtual [MASK] number efi [MASK] [MASK] gos validation common [MASK] wait [MASK] message yml number [MASK] localhost [MASK] [MASK] [MASK] [MASK] the output has been hidden due [MASK] the [MASK] that no log true [MASK] specified for [MASK] [MASK] changed false [MASK] message [MASK] task [MASK] [MASK] [MASK] [MASK] exit [MASK] to failure [MASK] [MASK] [MASK] worker workspace ansible ubuntu number [MASK] iso main para [MASK] vmxnet number efi [MASK] vsphere [MASK] validation common test rescue yml [MASK] fatal localhost failed [MASK] testing because exit [MASK] when fail is [MASK] to true in [MASK] case deploy [MASK] efi para virtual [MASK] number error message [MASK] testing [MASK] exit [MASK] when fail is set to true in test case deploy [MASK] efi para [MASK] vmxnet [MASK],targetvm
timestamp failed at play number go sc [MASK] init static ip [MASK] task [MASK] [MASK] sc cloud [MASK] [MASK] [MASK] [MASK] vmware tools [MASK] running and [MASK] guest ip v number [MASK] successfully task [MASK] home worker workspace ansible [MASK] number server [MASK] main [MASK] [MASK] gos [MASK] common vm [MASK] [MASK] [MASK] [MASK] number [MASK] localhost failed it [MASK] [MASK] [MASK] for vmware tools collecting guest ip v number address [MASK] [MASK] seconds [MASK] tools running status [MASK] guest tools running [MASK] sip address in guest info is vm s all ip [MASK] in [MASK] [MASK] are error message [MASK] [MASK] [MASK] out for vmware [MASK] collecting guest [MASK] v [MASK] [MASK] in number seconds [MASK] tools running status is [MASK] tools running vm [MASK] [MASK] in guest [MASK] [MASK] vm s [MASK] ip [MASK] [MASK] guest info are,targetvm
[MASK] failed at play [MASK] cpu [MASK] [MASK] [MASK] socket timestamp [MASK] number cpu multi cores per [MASK] revert [MASK] failed task [MASK] home worker workspace [MASK] [MASK] server lts c main [MASK] virtual efi [MASK] [MASK] gos [MASK] common vm revert snapshot yml number [MASK] localhost failed [MASK] [MASK] snapshot base [MASK] failed error message revert to snapshot [MASK] snapshot [MASK],targetvm
[MASK] [MASK] [MASK] [MASK] number [MASK] [MASK] snapshot timestamp [MASK] number check quiesce snapshot [MASK] [MASK] snapshot [MASK] is quiesced [MASK] task path [MASK] [MASK] workspace [MASK] windows server lts c [MASK] nvme bios ansible vsphere [MASK] [MASK] common vm take [MASK] yml number fatal localhost failed snapshot [MASK] timestamp number [MASK] [MASK] is false error message snapshot quiesce timestamp number quiesced status is [MASK],targetvm
timestamp failed at play number go sc cloud [MASK] [MASK] timestamp task [MASK] go sc cloud [MASK] dhcp check [MASK] [MASK] is running and [MASK] guest [MASK] v number [MASK] [MASK] [MASK] path home worker workspace ansible ubuntu number [MASK] iso lsi logic vmxnet number efi ansible vsphere [MASK] validation common vm wait guest ip yml number fatal [MASK] failed [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] tools collecting guest ip v number address in number [MASK] [MASK] [MASK] running [MASK] is guest tools [MASK] vm sip [MASK] in guest [MASK] is ip [MASK] [MASK] [MASK] all [MASK] addresses [MASK] guest [MASK] [MASK] ip address ip address error message it [MASK] timed out for vmware [MASK] collecting guest ip v [MASK] [MASK] [MASK] [MASK] seconds vmware [MASK] running [MASK] is [MASK] [MASK] running vm [MASK] [MASK] in guest info [MASK] ip address vm s [MASK] [MASK] [MASK] [MASK] guest info [MASK] ip address ip [MASK],targetvm
[MASK] failed at play number [MASK] quiesce snapshot timestamp task [MASK] [MASK] quiesce snapshot [MASK] snapshot [MASK] [MASK] [MASK] on [MASK] [MASK] task [MASK] [MASK] [MASK] [MASK] ansible windows number main para virtual [MASK] ansible [MASK] gos validation common vm take snapshot yml number fatal localhost failed an error [MASK] [MASK] quiescing the virtual [MASK] see the virtual machine [MASK] [MASK] [MASK] for [MASK] error message an [MASK] occurred while quiescing the virtual machine [MASK] the [MASK] machine [MASK] [MASK] log [MASK] details,targetvm
timestamp [MASK] at play number [MASK] [MASK] hot extend spec number timestamp task number [MASK] [MASK] hot extend spec number [MASK] snapshot [MASK] [MASK] path home [MASK] workspace ansible windows server [MASK] [MASK] main [MASK] [MASK] efi [MASK] [MASK] gos validation common [MASK] [MASK] snapshot yml number fatal [MASK] failed revert to snapshot [MASK] snapshot failed error message revert [MASK] snapshot [MASK] [MASK] failed,targetvm
[MASK] [MASK] [MASK] [MASK] number deploy [MASK] [MASK] task number deploy vm [MASK] for message [MASK] install is completed appear [MASK] vm [MASK] serial timestamp log [MASK] [MASK] home [MASK] workspace [MASK] ubuntu number [MASK] [MASK] main [MASK] virtual [MASK] number [MASK] ansible [MASK] gos validation common vm wait log message [MASK] number [MASK] [MASK] failed attempts [MASK] censored the output has been hidden due to [MASK] fact that [MASK] log true was specified for this [MASK] changed [MASK] error message timestamp [MASK] number [MASK] [MASK] testing exit due to [MASK] [MASK] path home worker [MASK] ansible ubuntu number server [MASK] [MASK] para virtual [MASK] [MASK] efi ansible vsphere [MASK] validation [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] localhost failed exit [MASK] because [MASK] testing when fail is set to [MASK] in [MASK] case [MASK] vm efi para virtual [MASK] number error [MASK] [MASK] testing [MASK] exit testing [MASK] fail is set to true in [MASK] [MASK] deploy vm efi para virtual vmxnet number,targetvm
