processed,target
timestamp failed at play number network device ops [MASK] task [MASK] network device ops [MASK] network interface task [MASK] home worker workspace [MASK] [MASK] number [MASK] [MASK] number [MASK] para virtual [MASK] number [MASK] ansible vsphere [MASK] validation linux utilities [MASK] network [MASK] status yml number fatal localhost [MASK] reachable [MASK] [MASK] connect to the host via ssh [MASK] connect to host ip address [MASK] [MASK] [MASK] [MASK] to host error message failed [MASK] [MASK] to [MASK] host [MASK] [MASK] [MASK] connect to host [MASK] address [MASK] [MASK] no route to [MASK],targetvm
timestamp failed [MASK] [MASK] number [MASK] logic [MASK] hba device ops timestamp task number lsi logic [MASK] [MASK] device ops wait [MASK] device to be present task path home worker [MASK] ansible [MASK] [MASK] desktop [MASK] [MASK] para [MASK] [MASK] ansible [MASK] gos validation linux [MASK] [MASK] hot [MASK] [MASK] [MASK] [MASK] list [MASK] yml [MASK] fatal localhost un reachable failed [MASK] create [MASK] directory in some cases you may [MASK] been [MASK] [MASK] [MASK] [MASK] did [MASK] have permissions on the target directory [MASK] changing the remote tmp path [MASK] [MASK] configuration to a path [MASK] [MASK] tmp for more error [MASK] use v [MASK] v failed command was [MASK] [MASK] number mkdir p [MASK] [MASK] mkdir echo tmp ansible tmp hex [MASK] number timestamp echo ansible tmp hex id number timestamp echo tmp [MASK] tmp hex id [MASK] timestamp exited [MASK] [MASK] number error message [MASK] [MASK] create temporary directory in some cases you [MASK] [MASK] been [MASK] [MASK] authenticate and did [MASK] have permissions on the target directory [MASK] changing [MASK] remote tmp path [MASK] ansible configuration to a path rooted [MASK] [MASK] for more error information [MASK] v v [MASK] [MASK] command was [MASK] [MASK] [MASK] mkdir p echo [MASK] mkdir echo [MASK] [MASK] [MASK] hex id number [MASK] [MASK] ansible [MASK] [MASK] id [MASK] timestamp [MASK] tmp ansible tmp [MASK] [MASK] number timestamp [MASK] with result number timestamp [MASK] number lsi [MASK] v [MASK] [MASK] ops guest [MASK] un reachable [MASK] [MASK] home worker workspace ansible [MASK] number desktop [MASK] main para [MASK] bios [MASK] [MASK] gos validation linux v [MASK] hot add remove [MASK] device [MASK] changed [MASK] number [MASK] localhost failed changed false [MASK] failed [MASK] create [MASK] directory [MASK] some cases you may have been able [MASK] authenticate and did not have permissions on [MASK] [MASK] directory [MASK] changing the remote [MASK] path in [MASK] configuration [MASK] a path rooted [MASK] tmp for more error information use v v v [MASK] command [MASK] [MASK] mask [MASK] [MASK] p echo tmp [MASK] echo tmp ansible [MASK] hex id number [MASK] echo [MASK] [MASK] [MASK] id number timestamp [MASK] [MASK] [MASK] tmp [MASK] id number [MASK] exited with result number [MASK] [MASK] true error message [MASK] to create temporary directory in some [MASK] you [MASK] [MASK] been able [MASK] authenticate and did not [MASK] permissions on [MASK] [MASK] directory [MASK] [MASK] [MASK] remote tmp [MASK] in [MASK] [MASK] to a path [MASK] in tmp for more [MASK] information [MASK] [MASK] v [MASK] failed command [MASK] u [MASK] number mkdir p echo tmp mkdir echo tmp ansible [MASK] [MASK] [MASK] number [MASK] echo [MASK] tmp hex id number timestamp [MASK] [MASK] ansible [MASK] hex id [MASK] [MASK] [MASK] [MASK] [MASK] number,targetvm
timestamp failed at play number deploy [MASK] timestamp task number deploy [MASK] wait [MASK] message gdm [MASK] appear in [MASK] [MASK] serial timestamp [MASK] [MASK] [MASK] home worker [MASK] ansible [MASK] number desktop iso main [MASK] vmxnet [MASK] efi [MASK] [MASK] gos validation common [MASK] wait log message yml number fatal [MASK] failed [MASK] number censored the output has been hidden due to the fact [MASK] [MASK] log [MASK] was specified [MASK] this result [MASK] false error message timestamp task [MASK] deploy vm [MASK] [MASK] due to failure [MASK] path home worker [MASK] [MASK] ubuntu number desktop [MASK] [MASK] [MASK] vmxnet number efi ansible [MASK] gos validation [MASK] test [MASK] yml [MASK] fatal localhost [MASK] exit testing [MASK] [MASK] [MASK] when fail [MASK] set to true [MASK] test case deploy [MASK] efi sata vmxnet number error [MASK] exit testing [MASK] [MASK] [MASK] [MASK] [MASK] is set to [MASK] in [MASK] [MASK] deploy vm [MASK] sata vmxnet [MASK],targetvm
timestamp [MASK] [MASK] play number deploy vm timestamp [MASK] number [MASK] vm [MASK] vmware tools is running [MASK] collects guest [MASK] v number address [MASK] task path [MASK] worker workspace ansible [MASK] para virtual [MASK] number [MASK] ansible vsphere [MASK] validation common vm wait [MASK] ip [MASK] [MASK] fatal [MASK] failed it [MASK] [MASK] [MASK] [MASK] [MASK] tools collecting [MASK] ip v number address in number seconds [MASK] [MASK] running status is [MASK] [MASK] running vm sip [MASK] in guest info [MASK] vm [MASK] all [MASK] [MASK] in guest [MASK] are error [MASK] it s timed [MASK] for vmware tools collecting [MASK] [MASK] v number address in number seconds vmware [MASK] running [MASK] [MASK] guest tools running [MASK] sip address in guest info is [MASK] s all [MASK] addresses in guest [MASK] are timestamp task [MASK] [MASK] [MASK] testing [MASK] [MASK] to failure task path [MASK] worker workspace ansible sled para virtual vmxnet [MASK] bios ansible [MASK] gos validation [MASK] test rescue [MASK] number [MASK] [MASK] failed [MASK] [MASK] because exit testing [MASK] [MASK] is set to true [MASK] [MASK] case [MASK] vm bios para virtual vmxnet number error message [MASK] testing because [MASK] testing when [MASK] is [MASK] to true [MASK] [MASK] [MASK] [MASK] vm [MASK] [MASK] virtual vmxnet number,targetvm
timestamp failed at play number go sc [MASK] init [MASK] [MASK] timestamp [MASK] number go sc cloud [MASK] static ip [MASK] [MASK] failed task path home [MASK] [MASK] [MASK] [MASK] number desktop iso main para [MASK] bios [MASK] vsphere [MASK] validation linux guest customization [MASK] [MASK] sc [MASK] yml [MASK] fatal localhost failed [MASK] [MASK] [MASK] sc completed [MASK] keyword in vmware [MASK] [MASK] [MASK] [MASK] are [MASK] address not expected [MASK] servers [MASK] address ip [MASK] vm dns [MASK] search domains [MASK] [MASK] expected search [MASK] test com go sc test [MASK] vm static [MASK] v number address [MASK] ip [MASK] [MASK] ip [MASK] [MASK] address [MASK] ip address vm [MASK] ip v [MASK] gateway [MASK] ip [MASK] expected ip v number [MASK] [MASK] [MASK] address error message not [MASK] [MASK] sc [MASK] state keyword in vmware log vm dns [MASK] are ip address not expected [MASK] [MASK] ip address ip [MASK] [MASK] dns [MASK] search domains are not expected search domains test [MASK] go sc test [MASK] vm static ip v number [MASK] [MASK] [MASK] [MASK] [MASK] ip v number [MASK] is ip [MASK] [MASK] [MASK] ip v number gateway [MASK] ip address expected [MASK] v number gateway is ip address,targetvm
timestamp failed [MASK] play number [MASK] logic [MASK] hba [MASK] [MASK] timestamp task number lsi [MASK] v hba device ops re scan all [MASK] [MASK] task [MASK] home [MASK] workspace ansible photon [MASK] [MASK] ova number [MASK] ansible [MASK] gos [MASK] linux v hba hot [MASK] remove wait [MASK] [MASK] changed yml number fatal localhost failed failed [MASK] connect [MASK] the host [MASK] [MASK] [MASK] connect to host ip [MASK] port number connection [MASK] error message failed [MASK] [MASK] to the host [MASK] ssh ssh connect [MASK] [MASK] ip address port [MASK] [MASK] refused,targetvm
[MASK] failed at [MASK] [MASK] [MASK] [MASK] ops timestamp task number network [MASK] ops [MASK] network [MASK] task path [MASK] worker [MASK] ansible ubuntu number desktop iso [MASK] [MASK] para [MASK] vmxnet number [MASK] ansible [MASK] gos validation linux utilities set network [MASK] status [MASK] [MASK] [MASK] localhost [MASK] [MASK] failed to connect to the host via ssh ssh connect to [MASK] ip address [MASK] [MASK] no route to host error message failed to [MASK] [MASK] [MASK] host via ssh ssh [MASK] to [MASK] ip address [MASK] number no route [MASK] [MASK],targetvm
[MASK] [MASK] at [MASK] number lsi logic v hba device ops [MASK] task [MASK] [MASK] logic [MASK] [MASK] device ops wait [MASK] [MASK] [MASK] [MASK] [MASK] task path home worker [MASK] ansible [MASK] [MASK] desktop [MASK] [MASK] [MASK] [MASK] [MASK] ansible vsphere gos validation [MASK] v hba hot add remove wait [MASK] list [MASK] yml number fatal [MASK] [MASK] reachable [MASK] to create [MASK] directory [MASK] some cases you [MASK] [MASK] been [MASK] to authenticate and did not [MASK] permissions on the target directory consider changing [MASK] remote [MASK] path in [MASK] configuration [MASK] a path rooted in [MASK] for [MASK] error [MASK] use [MASK] v v failed command was [MASK] mask number [MASK] p echo [MASK] mkdir echo [MASK] ansible [MASK] hex [MASK] number timestamp echo [MASK] tmp hex id number timestamp echo [MASK] ansible tmp [MASK] id [MASK] timestamp exited with result number error message failed to create temporary directory in some cases [MASK] may have been able to authenticate and [MASK] not have [MASK] [MASK] the target [MASK] [MASK] [MASK] the remote [MASK] [MASK] [MASK] [MASK] [MASK] to a [MASK] rooted [MASK] [MASK] for [MASK] error information [MASK] v v v failed [MASK] was [MASK] [MASK] number [MASK] [MASK] [MASK] [MASK] [MASK] echo [MASK] ansible [MASK] hex [MASK] number [MASK] echo ansible tmp [MASK] [MASK] number timestamp echo tmp [MASK] tmp hex [MASK] number timestamp exited with result number timestamp task number lsi logic [MASK] hba device ops guest os [MASK] reachable task path home worker workspace [MASK] ubuntu [MASK] [MASK] iso main para virtual [MASK] [MASK] vsphere gos validation [MASK] [MASK] hba hot add [MASK] wait [MASK] list changed [MASK] number [MASK] [MASK] [MASK] changed false message failed [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] you may have been able to authenticate [MASK] did [MASK] have [MASK] on the target [MASK] consider changing the remote [MASK] [MASK] [MASK] ansible configuration to [MASK] path [MASK] in [MASK] for more [MASK] information use v v v failed command was u mask [MASK] [MASK] p echo tmp mkdir echo tmp [MASK] tmp [MASK] [MASK] number timestamp echo ansible tmp hex [MASK] [MASK] [MASK] echo tmp ansible [MASK] [MASK] id number [MASK] exited with result [MASK] un [MASK] true [MASK] message failed to create temporary directory in [MASK] cases [MASK] [MASK] [MASK] been able to authenticate [MASK] did not [MASK] permissions on the [MASK] [MASK] consider changing [MASK] [MASK] tmp [MASK] in ansible configuration [MASK] a path rooted in tmp [MASK] [MASK] error information use v v v [MASK] command [MASK] u [MASK] [MASK] mkdir p echo tmp mkdir echo tmp ansible tmp hex id number [MASK] [MASK] ansible [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] ansible tmp [MASK] id number timestamp exited with result number,targetvm
[MASK] [MASK] at [MASK] [MASK] deploy vm timestamp task number deploy vm wait for message gdm service appear [MASK] [MASK] log serial [MASK] [MASK] task path home worker workspace ansible ubuntu [MASK] desktop [MASK] [MASK] sata [MASK] [MASK] efi ansible [MASK] gos [MASK] [MASK] vm wait log message yml [MASK] [MASK] [MASK] failed attempts number censored [MASK] [MASK] has been [MASK] due to the fact that no log true [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] false error message timestamp task [MASK] deploy [MASK] testing exit due to failure [MASK] path [MASK] [MASK] workspace ansible [MASK] number desktop iso [MASK] sata vmxnet [MASK] [MASK] ansible [MASK] gos [MASK] common test rescue yml [MASK] [MASK] localhost [MASK] exit testing [MASK] exit testing when fail is [MASK] to true in test [MASK] [MASK] [MASK] efi sata vmxnet number [MASK] message [MASK] testing because exit [MASK] when [MASK] is set to [MASK] in test [MASK] deploy [MASK] efi sata vmxnet number,targetvm
timestamp failed at [MASK] number [MASK] vm timestamp task [MASK] deploy [MASK] check vmware tools [MASK] [MASK] [MASK] collects guest [MASK] v number [MASK] [MASK] task [MASK] home worker workspace ansible [MASK] para virtual vmxnet [MASK] bios ansible vsphere gos [MASK] [MASK] vm [MASK] guest ip yml [MASK] fatal [MASK] [MASK] it [MASK] [MASK] out for [MASK] [MASK] collecting guest ip v number address [MASK] number [MASK] [MASK] tools [MASK] [MASK] is [MASK] tools [MASK] vm sip address in guest [MASK] is vm s all ip [MASK] in guest info [MASK] [MASK] [MASK] it s timed out for vmware tools collecting guest [MASK] [MASK] [MASK] address [MASK] number seconds vmware tools [MASK] status is [MASK] tools running vm sip address [MASK] [MASK] info [MASK] vm s all ip addresses in [MASK] info [MASK] timestamp [MASK] number deploy vm [MASK] exit due to [MASK] task [MASK] home worker [MASK] [MASK] sled [MASK] virtual vmxnet number [MASK] ansible vsphere gos validation common test [MASK] [MASK] number [MASK] localhost failed exit [MASK] because exit testing when fail is [MASK] to [MASK] [MASK] [MASK] case [MASK] vm bios para virtual vmxnet number error message exit [MASK] [MASK] [MASK] [MASK] when [MASK] is [MASK] to true [MASK] test [MASK] [MASK] [MASK] bios para virtual vmxnet number,targetvm
timestamp [MASK] [MASK] play number [MASK] [MASK] [MASK] init static ip [MASK] [MASK] number [MASK] sc cloud init [MASK] [MASK] gos customization [MASK] [MASK] path home worker workspace [MASK] ubuntu number desktop [MASK] main [MASK] virtual bios ansible vsphere gos [MASK] [MASK] [MASK] [MASK] [MASK] go sc [MASK] yml number fatal [MASK] failed not found [MASK] sc [MASK] state [MASK] [MASK] vmware [MASK] vm [MASK] [MASK] are ip address not expected dns servers [MASK] address ip [MASK] vm [MASK] domain search domains [MASK] not expected search [MASK] test [MASK] go sc [MASK] com vm static [MASK] v [MASK] [MASK] [MASK] [MASK] address expected ip v number [MASK] is ip [MASK] [MASK] [MASK] [MASK] v number [MASK] is ip address expected ip v number gateway is [MASK] address [MASK] [MASK] not found go sc [MASK] state keyword in [MASK] log vm dns servers are [MASK] address not expected dns [MASK] ip address ip address vm dns domain search domains are [MASK] expected [MASK] domains test [MASK] go sc [MASK] com [MASK] [MASK] ip v [MASK] address [MASK] ip address [MASK] [MASK] v number address [MASK] ip address vm [MASK] ip v number gateway [MASK] ip [MASK] expected ip v [MASK] [MASK] is ip [MASK],targetvm
timestamp failed at [MASK] [MASK] [MASK] [MASK] v hba device [MASK] [MASK] task number [MASK] logic [MASK] hba device ops re scan all [MASK] devices task path home [MASK] workspace [MASK] photon number x [MASK] number [MASK] [MASK] [MASK] gos [MASK] [MASK] v hba hot add [MASK] wait [MASK] list changed [MASK] [MASK] fatal [MASK] failed failed to connect [MASK] the host [MASK] ssh ssh [MASK] to [MASK] [MASK] [MASK] port number connection [MASK] error message failed to connect to the host via ssh [MASK] [MASK] to host ip address port number connection [MASK],targetvm
