processed,target
[MASK] failed [MASK] play vmxnet number network [MASK] ops [MASK] task vmxnet number network [MASK] ops [MASK] to [MASK] ip task [MASK] home worker [MASK] ansible ubuntu lts [MASK] [MASK] nvme vmxnet number efi ansible vsphere gos [MASK] common vm wait [MASK] yml number fatal [MASK] failed [MASK] [MASK] [MASK] when [MASK],targetvm
[MASK] failed [MASK] [MASK] [MASK] vm bios lsi [MASK] [MASK] timestamp task deploy vm bios [MASK] logic sas [MASK] [MASK] [MASK] auto install is completed appear in vm log serial [MASK] [MASK] task [MASK] home worker workspace ansible ubuntu lts server iso [MASK] [MASK] sas bios ansible vsphere [MASK] [MASK] common [MASK] wait [MASK] message yml [MASK] fatal [MASK] failed attempts number [MASK] the output has been [MASK] [MASK] [MASK] [MASK] fact that no log true was specified [MASK] [MASK] result changed false [MASK] task [MASK] [MASK] bios lsi logic sas [MASK] [MASK] tmp cloud init timestamp [MASK] tar [MASK] [MASK] vm guest task [MASK] [MASK] [MASK] workspace [MASK] ubuntu lts server [MASK] lsi logic [MASK] bios ansible vsphere gos validation [MASK] [MASK] guest file operation [MASK] number exception in [MASK] [MASK] file operation python when [MASK] in [MASK] adapter [MASK] when invoke method [MASK] localhost [MASK] invalid guest login for user [MASK],targetvm
[MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] sata timestamp [MASK] deploy vm bios [MASK] wait for [MASK] [MASK] install is completed appear in vm log serial [MASK] [MASK] [MASK] [MASK] [MASK] worker workspace ansible ubuntu [MASK] [MASK] iso number [MASK] sata [MASK] ansible [MASK] [MASK] validation [MASK] vm wait log message yml [MASK] fatal localhost failed attempts [MASK] censored [MASK] output has been [MASK] [MASK] to [MASK] fact that no log true was specified for this [MASK] [MASK] false timestamp task [MASK] [MASK] bios sata fetch [MASK] [MASK] cloud init [MASK] [MASK] [MASK] [MASK] from vm [MASK] task path home worker workspace ansible [MASK] lts server iso number [MASK] sata bios ansible [MASK] gos [MASK] common vm guest [MASK] [MASK] yml number exception in [MASK] guest file operation [MASK] when fetch in soap adapter python when invoke method fatal localhost failed [MASK] [MASK] [MASK] for user root,targetvm
[MASK] failed [MASK] play win [MASK] [MASK] install verify timestamp task [MASK] powershell command get service name vm [MASK] [MASK] each [MASK] task path [MASK] worker workspace [MASK] windows server [MASK] c [MASK] para virtual vmxnet [MASK] efi ansible [MASK] gos validation windows utilities win execute command yml [MASK] [MASK] [MASK] ip address [MASK] [MASK] [MASK] code [MASK] get service,targetvm
[MASK] failed [MASK] play network device ops timestamp task [MASK] [MASK] ops [MASK] [MASK] ping ip [MASK] path [MASK] worker workspace ansible ubuntu lts server [MASK] main nvme bios ansible vsphere gos [MASK] [MASK] vm wait [MASK] yml number fatal [MASK] failed nonzero [MASK] [MASK] [MASK] ping,targetvm
timestamp failed at [MASK] deploy vm efi [MASK] timestamp task add ide boot [MASK] [MASK] [MASK] [MASK] worker [MASK] [MASK] [MASK] number b it [MASK] ga ide efi ansible vsphere gos validation common [MASK] [MASK] [MASK] [MASK] disk yml number fatal localhost ip address [MASK] nonzero return code when vim command timestamp task testing exit [MASK] to failure task [MASK] home worker [MASK] ansible windows [MASK] b [MASK] number [MASK] [MASK] [MASK] ansible [MASK] [MASK] [MASK] [MASK] test [MASK] [MASK] number [MASK] localhost [MASK] exit testing when exit testing when fail is [MASK] to true in [MASK] [MASK] deploy vm efi ide [MASK] number [MASK],targetvm
timestamp [MASK] at play ovt verify install timestamp task ovt [MASK] [MASK] [MASK] [MASK] port number to become stopped [MASK] path home worker [MASK] ansible [MASK] photon number ova [MASK] vsphere [MASK] [MASK] linux [MASK] shutdown [MASK] number [MASK] localhost failed timeout when waiting [MASK] [MASK] address [MASK] stop timestamp [MASK] ovt verify install testing exit due to [MASK] task path home [MASK] workspace ansible regression photon number ova ansible vsphere gos validation [MASK] [MASK] [MASK] [MASK] number [MASK] localhost [MASK] exit testing [MASK] exit [MASK] [MASK] fail is [MASK] [MASK] true [MASK] test case [MASK] verify [MASK],targetvm
timestamp failed [MASK] [MASK] secure boot enable disable timestamp task secure [MASK] [MASK] disable check vm test vm ip [MASK] task [MASK] home [MASK] [MASK] ansible [MASK] [MASK] [MASK] ansible vsphere gos validation common vm [MASK] [MASK] yml [MASK] [MASK] localhost failed failed [MASK] get [MASK] test vm ip address,targetvm
timestamp failed [MASK] play [MASK] enable [MASK] timestamp [MASK] [MASK] enable [MASK] check vm [MASK] test win srv ansible ip address [MASK] path home worker workspace [MASK] windows server lts c [MASK] [MASK] [MASK] sas efi [MASK] vsphere [MASK] [MASK] [MASK] vm [MASK] [MASK] [MASK] number fatal localhost failed failed to get vm [MASK] [MASK] win srv ansible ip address,targetvm
[MASK] [MASK] [MASK] play [MASK] number network device ops [MASK] task vmxnet [MASK] network device ops try to ping ip task path home worker [MASK] ansible [MASK] lts server iso main nvme [MASK] [MASK] [MASK] gos validation common vm [MASK] ping yml number fatal [MASK] [MASK] [MASK] [MASK] code when [MASK],targetvm
timestamp [MASK] [MASK] [MASK] secure boot [MASK] disable [MASK] [MASK] secure [MASK] enable disable [MASK] vm [MASK] vm ip address task [MASK] home worker workspace ansible windows [MASK] b it main [MASK] [MASK] ansible [MASK] gos validation common vm get ip yml number fatal [MASK] failed failed to get vm test [MASK] [MASK] [MASK],targetvm
timestamp [MASK] at [MASK] deploy vm [MASK] lsi [MASK] timestamp task deploy vm [MASK] lsi [MASK] wait for message [MASK] [MASK] is completed [MASK] [MASK] [MASK] log serial timestamp log [MASK] path home [MASK] workspace ansible [MASK] [MASK] [MASK] iso main lsi logic efi ansible vsphere gos [MASK] common vm wait log message yml number fatal [MASK] failed [MASK] number [MASK] the output has been hidden due [MASK] the fact [MASK] [MASK] [MASK] [MASK] was specified for [MASK] result changed [MASK] timestamp task deploy [MASK] [MASK] lsi logic [MASK] file tmp [MASK] [MASK] [MASK] [MASK] tar [MASK] [MASK] vm guest task path home worker workspace ansible ubuntu [MASK] server [MASK] main lsi logic efi ansible [MASK] [MASK] [MASK] [MASK] vm guest [MASK] operation [MASK] number [MASK] [MASK] vmware guest file operation python when [MASK] [MASK] soap adapter [MASK] when invoke method fatal localhost [MASK] invalid guest login [MASK] [MASK] root,targetvm
timestamp [MASK] [MASK] play [MASK] number [MASK] device [MASK] timestamp task vmxnet [MASK] network device ops [MASK] to ping ip task path home worker [MASK] ansible ubuntu lts server [MASK] nvme [MASK] [MASK] efi ansible [MASK] gos validation common vm wait [MASK] yml [MASK] fatal [MASK] [MASK] nonzero return [MASK] [MASK] ping,targetvm
timestamp failed [MASK] play deploy vm bios lsi [MASK] sas timestamp task [MASK] vm bios lsi logic [MASK] [MASK] for message auto install [MASK] [MASK] appear [MASK] [MASK] [MASK] serial [MASK] log [MASK] [MASK] home worker workspace ansible [MASK] [MASK] server iso lsi logic [MASK] bios ansible [MASK] gos validation common vm wait log [MASK] yml [MASK] [MASK] localhost [MASK] attempts number censored the [MASK] [MASK] been hidden due [MASK] the [MASK] that no [MASK] true [MASK] specified for this result changed false timestamp task [MASK] [MASK] bios [MASK] logic sas [MASK] file tmp [MASK] init timestamp number tar gz from [MASK] [MASK] task path [MASK] [MASK] [MASK] [MASK] [MASK] lts server iso [MASK] logic sas [MASK] ansible vsphere [MASK] validation [MASK] vm guest file [MASK] yml [MASK] exception in vmware guest [MASK] operation [MASK] when fetch in [MASK] [MASK] python when [MASK] [MASK] fatal [MASK] failed invalid [MASK] login for user root,targetvm
timestamp [MASK] at play deploy [MASK] bios sata timestamp task [MASK] vm bios sata [MASK] for message auto [MASK] is [MASK] appear [MASK] vm [MASK] serial timestamp log task path home [MASK] workspace [MASK] ubuntu [MASK] server iso [MASK] [MASK] sata [MASK] ansible vsphere [MASK] [MASK] common vm wait log message yml number fatal localhost failed attempts number censored [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] to the fact [MASK] no log [MASK] was specified [MASK] [MASK] result changed false timestamp task deploy vm bios sata fetch [MASK] [MASK] cloud init timestamp number tar gz [MASK] vm guest [MASK] path [MASK] worker workspace [MASK] ubuntu [MASK] server [MASK] [MASK] ga sata [MASK] [MASK] vsphere gos [MASK] [MASK] [MASK] guest file operation yml [MASK] [MASK] in [MASK] guest file operation [MASK] [MASK] fetch in soap [MASK] python when invoke [MASK] [MASK] localhost failed [MASK] guest login [MASK] [MASK] root,targetvm
[MASK] failed at play [MASK] tools complete install [MASK] [MASK] [MASK] execute powershell command get [MASK] [MASK] vm tools [MASK] [MASK] status task path home worker [MASK] [MASK] windows [MASK] lts c [MASK] para virtual vmxnet number efi ansible vsphere gos [MASK] windows [MASK] win [MASK] command [MASK] number fatal [MASK] ip address failed [MASK] [MASK] [MASK] when get service,targetvm
[MASK] failed at [MASK] network device [MASK] timestamp [MASK] network [MASK] ops [MASK] to [MASK] ip task path [MASK] worker workspace [MASK] ubuntu [MASK] server [MASK] main nvme [MASK] ansible vsphere [MASK] [MASK] [MASK] vm wait ping [MASK] number fatal localhost failed nonzero return code when ping,targetvm
