processed,target
[MASK] failed at [MASK] [MASK] [MASK] enable [MASK] timestamp [MASK] secure [MASK] [MASK] disable [MASK] to ping [MASK] task path home worker workspace ansible [MASK] number x number [MASK] [MASK] efi ansible vsphere gos [MASK] common vm [MASK] [MASK] yml number fatal localhost [MASK] nonzero return code when ping,testcase
[MASK] failed at play [MASK] boot [MASK] [MASK] timestamp task secure [MASK] enable [MASK] try [MASK] ping ip task [MASK] [MASK] worker [MASK] [MASK] centos [MASK] [MASK] number ga sata efi [MASK] [MASK] gos validation common vm [MASK] ping yml number fatal localhost [MASK] nonzero return code when ping,testcase
[MASK] failed at play secure boot [MASK] [MASK] [MASK] task secure boot enable [MASK] try to ping ip task [MASK] home worker workspace [MASK] centos [MASK] x [MASK] ga sata [MASK] ansible vsphere [MASK] validation [MASK] [MASK] [MASK] [MASK] yml [MASK] fatal localhost failed [MASK] return code when ping,testcase
timestamp failed at play secure [MASK] enable disable timestamp task secure boot enable disable try to [MASK] [MASK] [MASK] path home [MASK] [MASK] ansible centos number [MASK] [MASK] [MASK] sata [MASK] ansible [MASK] gos validation common [MASK] [MASK] ping yml [MASK] [MASK] [MASK] failed nonzero return [MASK] when ping,testcase
[MASK] failed [MASK] play [MASK] boot enable disable timestamp task secure [MASK] [MASK] disable try to [MASK] [MASK] task path home [MASK] [MASK] ansible centos [MASK] x number ga [MASK] efi ansible vsphere gos [MASK] [MASK] [MASK] wait ping yml [MASK] fatal [MASK] failed [MASK] return code when ping,testcase
[MASK] failed at [MASK] [MASK] boot enable disable [MASK] task [MASK] boot enable disable [MASK] to ping ip [MASK] path home worker workspace ansible centos number x [MASK] ga [MASK] [MASK] ansible vsphere [MASK] [MASK] common [MASK] wait [MASK] yml number fatal [MASK] failed nonzero [MASK] code [MASK] ping,testcase
[MASK] failed at play [MASK] boot enable disable [MASK] task secure boot [MASK] disable try [MASK] [MASK] ip task path [MASK] worker workspace [MASK] [MASK] number [MASK] number [MASK] [MASK] efi ansible vsphere gos [MASK] common vm wait [MASK] yml [MASK] fatal localhost [MASK] nonzero return code [MASK] ping,testcase
timestamp failed at [MASK] secure [MASK] enable disable timestamp [MASK] secure [MASK] [MASK] [MASK] [MASK] to ping [MASK] task path [MASK] worker workspace ansible [MASK] [MASK] [MASK] number ga sata efi [MASK] vsphere gos validation common vm [MASK] ping yml number [MASK] localhost failed nonzero return code [MASK] [MASK],testcase
timestamp failed at play secure boot [MASK] disable [MASK] task [MASK] boot enable [MASK] try to [MASK] ip [MASK] [MASK] home worker workspace ansible centos [MASK] [MASK] number ga [MASK] efi [MASK] vsphere [MASK] [MASK] [MASK] vm [MASK] ping [MASK] number [MASK] localhost failed nonzero return code when ping,testcase
timestamp failed [MASK] play secure boot enable disable [MASK] task [MASK] [MASK] [MASK] disable [MASK] [MASK] ping ip task path [MASK] worker [MASK] ansible centos number [MASK] number ga [MASK] efi ansible vsphere gos validation common [MASK] [MASK] ping yml number fatal [MASK] failed [MASK] [MASK] [MASK] when ping,testcase
