processed,target
[MASK] failed at play number para virtual v [MASK] [MASK] ops [MASK] [MASK] number para [MASK] v [MASK] device ops [MASK] [MASK] failed task [MASK] home [MASK] [MASK] ansible cycle oracle linux number x [MASK] vsphere gos validation common vm revert [MASK] yml number fatal localhost failed revert to [MASK] [MASK] [MASK] failed [MASK] [MASK] [MASK] to [MASK] base snapshot failed,targetvm
[MASK] failed [MASK] [MASK] number go sc [MASK] init static [MASK] timestamp task number [MASK] sc cloud init [MASK] [MASK] update [MASK] cloud init local enabled true state started [MASK] [MASK] home worker workspace ansible debian number x number [MASK] [MASK] main para [MASK] [MASK] number efi [MASK] vsphere gos validation linux utilities service operation yml [MASK] fatal [MASK] failed failed [MASK] connect to [MASK] host [MASK] [MASK] [MASK] [MASK] to host ip address port number connection timed [MASK] [MASK] message [MASK] to [MASK] to [MASK] [MASK] [MASK] ssh ssh connect to [MASK] ip [MASK] [MASK] number connection [MASK] out,targetvm
timestamp [MASK] [MASK] play [MASK] pvrdma network device ops [MASK] [MASK] number [MASK] network device ops connect network interface task path [MASK] [MASK] workspace ansible ubuntu number [MASK] [MASK] [MASK] para [MASK] bios ansible vsphere [MASK] [MASK] linux utilities set [MASK] adapter status [MASK] number fatal [MASK] [MASK] [MASK] [MASK] [MASK] return code when nm [MASK] error message nonzero return code [MASK] error connection activation failed ip [MASK] could not [MASK] [MASK] no available address timeout etc,targetvm
[MASK] failed [MASK] [MASK] number guest [MASK] in place upgrade timestamp [MASK] number [MASK] os in place upgrade check guest [MASK] [MASK] after os upgrade [MASK] [MASK] home worker workspace ansible windows server lts [MASK] [MASK] lsi logic sas [MASK] [MASK] vsphere gos [MASK] windows [MASK] os in [MASK] upgrade check after gos upgrade [MASK] number [MASK] localhost [MASK] guest os [MASK] [MASK] [MASK] upgrade is microsoft windows server number data center not [MASK] [MASK] [MASK] expected one microsoft [MASK] server number [MASK] [MASK] [MASK] message [MASK] os distribution [MASK] [MASK] upgrade [MASK] [MASK] windows [MASK] number data center [MASK] [MASK] same [MASK] [MASK] one [MASK] windows server number [MASK] center timestamp [MASK] [MASK] guest os in place upgrade [MASK] exit due [MASK] [MASK] [MASK] path [MASK] [MASK] [MASK] ansible windows server lts c [MASK] lsi logic [MASK] efi ansible [MASK] gos validation common test rescue yml number [MASK] [MASK] [MASK] [MASK] testing because [MASK] testing when fail is set to [MASK] in test case [MASK] os in place upgrade error message exit [MASK] because exit testing [MASK] fail is set [MASK] true [MASK] test case guest [MASK] in place upgrade,targetvm
[MASK] failed at play number deploy vm [MASK] [MASK] [MASK] [MASK] vm [MASK] [MASK] connection failure [MASK] [MASK] home worker [MASK] ansible windows server lts [MASK] main lsi [MASK] sas [MASK] ansible vsphere gos validation [MASK] utilities win check [MASK] rm [MASK] number fatal localhost failed [MASK] win rm is not connectable in number seconds error [MASK] guest [MASK] [MASK] is [MASK] connectable in number [MASK] [MASK] task number deploy [MASK] [MASK] [MASK] due [MASK] failure task path home worker workspace [MASK] windows [MASK] lts [MASK] [MASK] lsi logic sas efi ansible [MASK] [MASK] validation common [MASK] [MASK] yml [MASK] fatal localhost [MASK] exit testing because exit [MASK] when fail is set to true in [MASK] [MASK] deploy vm efi lsi [MASK] sas e number e [MASK] [MASK] [MASK] testing [MASK] exit [MASK] when fail [MASK] [MASK] to true [MASK] [MASK] case deploy vm [MASK] [MASK] logic sas e number e,targetvm
timestamp [MASK] [MASK] [MASK] number go sc perl static ip [MASK] [MASK] number go [MASK] [MASK] [MASK] ip [MASK] linux [MASK] [MASK] [MASK] [MASK] home worker [MASK] [MASK] rhel [MASK] x main nvme [MASK] ansible vsphere gos validation linux [MASK] customization linux go [MASK] execution yml number [MASK] localhost failed customization of the [MASK] [MASK] system is [MASK] [MASK] due to the [MASK] reason error message customization of [MASK] guest operating system is not [MASK] due to the given [MASK],targetvm
[MASK] failed [MASK] play [MASK] go sc cloud init static ip timestamp task number go [MASK] cloud [MASK] static ip [MASK] customization [MASK] [MASK] path home [MASK] [MASK] ansible ubuntu number [MASK] [MASK] main [MASK] [MASK] bios ansible vsphere gos [MASK] [MASK] guest [MASK] [MASK] go [MASK] verify yml number fatal [MASK] failed vm dns servers are ip address [MASK] [MASK] [MASK] servers [MASK] address ip address vm [MASK] [MASK] search [MASK] are [MASK] expected search domains test com go sc test [MASK] vm [MASK] ip v number [MASK] [MASK] ip [MASK] expected [MASK] v number [MASK] [MASK] ip address vm static ip [MASK] [MASK] gateway is ip address [MASK] ip [MASK] number gateway [MASK] [MASK] [MASK] error message [MASK] dns servers [MASK] ip address not expected dns servers [MASK] address ip address vm [MASK] domain search [MASK] are [MASK] expected [MASK] domains test com go [MASK] test com [MASK] [MASK] ip [MASK] [MASK] address [MASK] [MASK] [MASK] expected ip v number address [MASK] ip [MASK] vm [MASK] ip [MASK] number gateway [MASK] ip address [MASK] ip v number gateway is ip address,targetvm
[MASK] failed [MASK] [MASK] number [MASK] [MASK] network device ops timestamp task number vmxnet number network device [MASK] revert snapshot [MASK] task path home worker workspace ansible [MASK] server lts c [MASK] para virtual [MASK] [MASK] [MASK] gos [MASK] [MASK] vm [MASK] snapshot yml number fatal localhost failed revert to [MASK] [MASK] snapshot [MASK] error message [MASK] [MASK] snapshot [MASK] snapshot failed,targetvm
[MASK] [MASK] at play number [MASK] [MASK] [MASK] remove [MASK] [MASK] number [MASK] cold [MASK] remove check vm ansible win srv vbs [MASK] ga r world id [MASK] path [MASK] worker [MASK] ansible [MASK] [MASK] [MASK] c physical [MASK] [MASK] ga lsi [MASK] sas efi ansible [MASK] [MASK] [MASK] [MASK] vm get world [MASK] yml number fatal localhost [MASK] failed to [MASK] vm ansible win srv [MASK] number ga r world id in number seconds [MASK] message failed [MASK] [MASK] vm ansible [MASK] srv vbs [MASK] ga r world id in number seconds,targetvm
timestamp failed [MASK] play number pvrdma [MASK] device [MASK] timestamp [MASK] number pvrdma network [MASK] ops wait [MASK] [MASK] [MASK] to become open or [MASK] specific keyword task path [MASK] worker [MASK] ansible oracle linux [MASK] x [MASK] [MASK] lsi [MASK] vmxnet number bios [MASK] vsphere gos validation [MASK] vm [MASK] [MASK] yml number fatal localhost failed timeout when [MASK] for search string [MASK] [MASK] [MASK] [MASK] [MASK] message timeout when waiting for [MASK] [MASK] openssh in ip address,targetvm
timestamp failed [MASK] play number [MASK] tools complete [MASK] verify timestamp task number win tools complete install [MASK] [MASK] [MASK] [MASK] get cim [MASK] [MASK] number os recovery configuration set cim instance property auto reboot [MASK] task [MASK] [MASK] [MASK] workspace ansible windows server lts [MASK] physical lsi [MASK] sas efi ansible vsphere gos validation windows utilities [MASK] execute command [MASK] number timeout error the [MASK] operation timed out url [MASK] [MASK] exceptions protocol error [MASK] [MASK] [MASK] [MASK] the write [MASK] [MASK] out requests [MASK] connection error [MASK] aborted timeout error [MASK] [MASK] operation timed out [MASK] [MASK] [MASK] [MASK] failure during module [MASK] [MASK] aborted timeout [MASK] the write [MASK] timed [MASK] error [MASK] unexpected failure [MASK] module [MASK] connection aborted [MASK] error [MASK] write operation [MASK] out,targetvm
timestamp [MASK] at [MASK] number vmxnet [MASK] network [MASK] [MASK] [MASK] [MASK] number [MASK] number network [MASK] ops deploy vm from [MASK] [MASK] task path [MASK] worker workspace [MASK] cycle windows server number ansible vsphere gos validation common ovf deploy [MASK] [MASK] exception [MASK] vmware deploy [MASK] python [MASK] run in [MASK] python when [MASK] fatal localhost failed [MASK] read operation timed out error message [MASK] read [MASK] timed [MASK],targetvm
timestamp [MASK] [MASK] play number [MASK] [MASK] sas v [MASK] device [MASK] timestamp task number lsi logic sas [MASK] hba [MASK] [MASK] [MASK] os using [MASK] reboot module task path home worker [MASK] ansible [MASK] windows number [MASK] [MASK] gos validation windows utilities [MASK] shutdown restart yml number timeout error timed out [MASK] [MASK] exception was the direct cause [MASK] the following exception url [MASK] number [MASK] connect [MASK] error [MASK] [MASK] number connection [MASK] connection object at hex [MASK] [MASK] to [MASK] address [MASK] out connect [MASK] number the above exception was the direct cause of the following [MASK] url library [MASK] exceptions [MASK] [MASK] [MASK] https [MASK] pool host [MASK] address port number max [MASK] exceeded [MASK] url wsman caused [MASK] [MASK] timeout error [MASK] library number [MASK] [MASK] connection object at hex id connection [MASK] ip [MASK] timed out connect timeout number [MASK] exceptions connect [MASK] [MASK] [MASK] [MASK] host ip address [MASK] [MASK] [MASK] retries [MASK] with [MASK] wsman caused by [MASK] timeout [MASK] [MASK] library number [MASK] https connection [MASK] at [MASK] id connection [MASK] ip [MASK] [MASK] [MASK] connect timeout [MASK] [MASK] [MASK] ansible connection failure failed [MASK] connect to [MASK] [MASK] via [MASK] https connection pool host [MASK] address port [MASK] max retries exceeded [MASK] url wsman [MASK] [MASK] [MASK] timeout error url library [MASK] connection https connection object at [MASK] id connection [MASK] ip address [MASK] out connect [MASK] number ansible errors ansible error failed to connect to the host [MASK] psrp https connection [MASK] host [MASK] address [MASK] [MASK] max retries exceeded [MASK] [MASK] [MASK] [MASK] [MASK] connect [MASK] [MASK] url [MASK] number connection https connection object [MASK] [MASK] [MASK] [MASK] to ip address timed [MASK] [MASK] timeout [MASK] [MASK] timed [MASK] [MASK] for last boot time check timeout number [MASK] localhost ip address [MASK] [MASK] [MASK] waiting for last [MASK] time check timeout [MASK] error [MASK] timed out waiting for last boot time check timeout number,targetvm
timestamp [MASK] at [MASK] number pvrdma network device ops timestamp [MASK] number pvrdma network device ops [MASK] [MASK] direct memory [MASK] ping result from [MASK] [MASK] to [MASK] vm task [MASK] [MASK] worker [MASK] ansible sles number [MASK] [MASK] logic sas [MASK] number efi [MASK] vsphere [MASK] [MASK] [MASK] network device ops pvrdma [MASK] device [MASK] [MASK] number fatal localhost failed failed [MASK] run remote direct memory access ping from [MASK] vm test vm [MASK] timestamp to server vm test [MASK] hit error cma [MASK] remote [MASK] [MASK] access cm [MASK] rejected [MASK] number error message [MASK] [MASK] run remote [MASK] memory access ping from client vm [MASK] vm [MASK] timestamp to server [MASK] [MASK] [MASK] [MASK] error cma event [MASK] direct memory access [MASK] event [MASK] [MASK] [MASK],targetvm
timestamp [MASK] at play [MASK] sata v [MASK] device ops timestamp [MASK] number sata v hba device [MASK] check new disk is [MASK] by [MASK] [MASK] task path home [MASK] workspace ansible sled [MASK] [MASK] sas vmxnet [MASK] bios [MASK] vsphere [MASK] [MASK] linux [MASK] hba hot add remove [MASK] [MASK] remove [MASK] [MASK] [MASK] fatal localhost failed [MASK] [MASK] [MASK] to recognize the new [MASK] added sata disk error message guest os failed to recognize [MASK] new [MASK] added sata [MASK],targetvm
timestamp [MASK] at [MASK] number secure boot enable disable [MASK] [MASK] number secure boot [MASK] [MASK] guest os connection [MASK] task path [MASK] [MASK] workspace ansible windows number nvme vmxnet [MASK] [MASK] [MASK] vsphere gos validation [MASK] utilities win check [MASK] [MASK] [MASK] number [MASK] [MASK] failed guest win rm is [MASK] [MASK] in number seconds error message [MASK] [MASK] rm [MASK] not connectable in number seconds,targetvm
