processed,target
timestamp failed [MASK] play ovt verify status [MASK] [MASK] check process [MASK] nvm user is running [MASK] path [MASK] worker [MASK] ansible debian [MASK] x number b it para virtual [MASK] [MASK] [MASK] [MASK] [MASK] gos [MASK] linux [MASK] check process status yml number fatal [MASK] failed user vmware [MASK] t have [MASK] process [MASK] nvm user,targetvm
timestamp failed at play [MASK] [MASK] complete install [MASK] timestamp task [MASK] [MASK] [MASK] install verify [MASK] [MASK] file to esxi [MASK] [MASK] task [MASK] home worker workspace dw existing [MASK] vsphere [MASK] validation common esxi upload [MASK] store file yml number connection [MASK] error [MASK] number [MASK] reset by [MASK] url [MASK] error [MASK] [MASK] url open error error number connection reset [MASK] peer [MASK] error [MASK] [MASK] object [MASK] [MASK] sub scriptable [MASK] localhost failed module failure [MASK] stdout [MASK] for the exact error,targetvm
[MASK] failed [MASK] [MASK] win tools complete install verify timestamp task [MASK] tools complete install verify [MASK] [MASK] test vm [MASK] address task path [MASK] worker workspace ansible windows [MASK] [MASK] it [MASK] ga sata [MASK] [MASK] vsphere gos validation common vm get [MASK] [MASK] number fatal localhost [MASK] [MASK] to get [MASK] test vm ip [MASK],targetvm
timestamp failed at play cpu [MASK] cores per [MASK] timestamp task cpu multi [MASK] per socket check [MASK] test vm ip address task path [MASK] [MASK] [MASK] ansible windows [MASK] b it [MASK] ga [MASK] [MASK] ansible [MASK] [MASK] validation common vm [MASK] ip [MASK] number fatal localhost failed failed to [MASK] [MASK] test [MASK] [MASK] address,targetvm
[MASK] [MASK] [MASK] play win tools complete install verify [MASK] [MASK] [MASK] tools complete install verify check vm test [MASK] ip address task path home [MASK] workspace ansible windows [MASK] b it number [MASK] [MASK] efi ansible vsphere [MASK] [MASK] common [MASK] get ip yml number [MASK] localhost failed [MASK] to get [MASK] test [MASK] ip [MASK],targetvm
timestamp failed [MASK] play stat [MASK] timestamp task stat balloon [MASK] [MASK] [MASK] vm ip [MASK] task path home worker workspace [MASK] windows [MASK] b it [MASK] [MASK] [MASK] efi ansible vsphere [MASK] validation common [MASK] [MASK] [MASK] [MASK] number fatal localhost failed [MASK] to get vm test vm ip address,targetvm
[MASK] [MASK] at [MASK] ovt verify [MASK] timestamp task check process [MASK] nvm [MASK] is running task path home worker [MASK] ansible debian number x [MASK] b it main para virtual vmxnet number efi ansible [MASK] gos [MASK] linux [MASK] check [MASK] status yml number fatal [MASK] failed [MASK] [MASK] [MASK] t [MASK] running process [MASK] [MASK] [MASK],targetvm
timestamp failed at play [MASK] hot [MASK] basic timestamp task check vm test vm ip address task path home worker workspace [MASK] [MASK] [MASK] x number [MASK] it main para [MASK] vmxnet [MASK] bios ansible vsphere gos [MASK] common [MASK] [MASK] ip [MASK] number fatal localhost [MASK] failed [MASK] [MASK] [MASK] test [MASK] [MASK] [MASK],targetvm
timestamp [MASK] at play go sc [MASK] [MASK] ip timestamp task customize linux guest [MASK] [MASK] path home [MASK] [MASK] [MASK] [MASK] number x number b it [MASK] para [MASK] [MASK] [MASK] bios ansible vsphere [MASK] [MASK] [MASK] guest [MASK] linux go sc execution yml number fatal [MASK] [MASK] customization failed [MASK] detailed information see warnings [MASK] [MASK] customization result event timed out,targetvm
timestamp failed at play go sc perl dhcp [MASK] [MASK] customize [MASK] [MASK] os task path home worker workspace [MASK] debian [MASK] x number [MASK] it main para virtual [MASK] number bios ansible vsphere [MASK] validation linux guest customization linux go [MASK] [MASK] [MASK] number [MASK] localhost failed customization failed [MASK] [MASK] information [MASK] [MASK] waiting for [MASK] [MASK] [MASK] timed [MASK],targetvm
[MASK] failed [MASK] play [MASK] [MASK] un install timestamp task [MASK] [MASK] [MASK] vm ip address [MASK] path home worker workspace ansible debian [MASK] x number [MASK] it main [MASK] [MASK] [MASK] number bios ansible vsphere [MASK] validation [MASK] vm get ip yml number fatal localhost failed [MASK] to get [MASK] [MASK] vm ip [MASK],targetvm
timestamp [MASK] at play memory hot [MASK] [MASK] [MASK] [MASK] check vm test vm [MASK] address task path home worker workspace [MASK] debian number x number b [MASK] main para virtual [MASK] [MASK] [MASK] [MASK] vsphere [MASK] validation common [MASK] get [MASK] yml number fatal [MASK] [MASK] [MASK] to get vm test [MASK] ip address,targetvm
timestamp [MASK] [MASK] play [MASK] list timestamp task wait [MASK] [MASK] tools collecting guest info task path home worker workspace ansible debian number [MASK] number [MASK] it main [MASK] virtual vmxnet number bios [MASK] vsphere [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] ip yml number fatal localhost [MASK] hardware [MASK] table,targetvm
timestamp failed at [MASK] [MASK] [MASK] status timestamp task check [MASK] vmtoolsd nvm user [MASK] running task path [MASK] worker workspace ansible [MASK] number x [MASK] [MASK] it para [MASK] [MASK] number bios ansible vsphere gos validation linux utilities check process [MASK] yml number fatal [MASK] failed [MASK] vmware doesn [MASK] [MASK] [MASK] process [MASK] [MASK] user,targetvm
timestamp failed [MASK] [MASK] [MASK] [MASK] perl [MASK] ip [MASK] task [MASK] customization failed task path home worker workspace ansible [MASK] number x [MASK] [MASK] it [MASK] virtual vmxnet number [MASK] ansible [MASK] gos validation linux [MASK] customization [MASK] go [MASK] verify yml number [MASK] localhost [MASK] [MASK] hostname is localhost expected [MASK] [MASK] [MASK] [MASK] static [MASK] number vm dns [MASK] name [MASK] expected [MASK] name [MASK] [MASK] sc test com vm [MASK] servers are ip [MASK] not expected dns servers ip address [MASK] address vm [MASK] domain search domains are lan [MASK] [MASK] search domains test com [MASK] sc test com [MASK] [MASK] ip v number [MASK] is ip address expected ip v [MASK] address [MASK] ip address [MASK] static ip [MASK] [MASK] gateway is [MASK] [MASK] expected ip [MASK] [MASK] [MASK] [MASK] ip [MASK] vm hw clock utc is true expected [MASK] clock utc is false,targetvm
timestamp [MASK] [MASK] play [MASK] verify status timestamp [MASK] check process [MASK] nvm user [MASK] [MASK] task [MASK] home [MASK] [MASK] ansible debian [MASK] [MASK] [MASK] [MASK] it para virtual [MASK] number bios ansible vsphere gos [MASK] linux [MASK] check process status yml number fatal localhost failed [MASK] vmware doesn t have running process vmtoolsd nvm [MASK],targetvm
timestamp failed at [MASK] go sc [MASK] [MASK] ip timestamp [MASK] customize linux [MASK] os task path home worker workspace ansible debian number [MASK] [MASK] b it para virtual [MASK] number bios ansible [MASK] [MASK] [MASK] linux guest customization [MASK] [MASK] [MASK] execution yml [MASK] fatal localhost [MASK] customization [MASK] for detailed information see [MASK] [MASK] for customization result [MASK] timed [MASK],targetvm
timestamp [MASK] at play [MASK] verify [MASK] [MASK] task [MASK] snapshot base [MASK] to base snapshot timestamp number [MASK] path home [MASK] workspace [MASK] debian number x number b it [MASK] [MASK] [MASK] number bios ansible vsphere gos [MASK] common vm [MASK] snapshot yml number [MASK] in [MASK] [MASK] z vmware guest [MASK] [MASK] [MASK] [MASK] ball z [MASK] [MASK] soap [MASK] python when [MASK] [MASK] [MASK] localhost failed module failure [MASK] stdout stderr for [MASK] [MASK] error timestamp task exit testing when exit testing [MASK] [MASK] [MASK] set true [MASK] path [MASK] worker [MASK] ansible debian number x number b it [MASK] virtual [MASK] [MASK] [MASK] ansible vsphere gos [MASK] linux setup [MASK] rescue yml number fatal localhost [MASK] failed to run test case ovt verify [MASK],targetvm
[MASK] failed at play [MASK] sc perl static ip [MASK] task customize [MASK] guest os [MASK] [MASK] home worker [MASK] ansible debian number x number [MASK] [MASK] para [MASK] vmxnet number bios ansible vsphere gos validation [MASK] guest customization [MASK] go sc execution yml number [MASK] [MASK] failed [MASK] [MASK] for detailed information [MASK] warnings waiting [MASK] customization [MASK] [MASK] [MASK] out,targetvm
timestamp failed at [MASK] device [MASK] timestamp task wait [MASK] [MASK] tools collecting [MASK] info task [MASK] home worker workspace ansible debian [MASK] [MASK] [MASK] b it para virtual [MASK] number bios ansible vsphere [MASK] validation [MASK] vm [MASK] guest ip yml number [MASK] localhost failed [MASK] [MASK] [MASK],targetvm
timestamp [MASK] [MASK] [MASK] network device ops timestamp task network device [MASK] [MASK] [MASK] [MASK] ip [MASK] path home worker workspace [MASK] [MASK] ubuntu number [MASK] ansible [MASK] gos validation common vm [MASK] ping yml number fatal localhost failed nonzero [MASK] [MASK] when ping,targetvm
timestamp [MASK] at [MASK] nvme disk [MASK] extend [MASK] number timestamp [MASK] [MASK] disk hot [MASK] spec number execute powershell command [MASK] wmi object win number scsi controller [MASK] [MASK] name like nvm express measure count task [MASK] [MASK] worker workspace ansible [MASK] windows number [MASK] vsphere gos validation windows utilities [MASK] [MASK] command yml [MASK] [MASK] localhost un reachable failed [MASK] connect to the [MASK] via psrp connection aborted connection reset error number connection [MASK] [MASK] peer [MASK] [MASK] nvme disk hot extend [MASK] [MASK] guest os un [MASK] task path [MASK] worker workspace ansible cycle [MASK] number ansible [MASK] [MASK] validation [MASK] [MASK] [MASK] execute [MASK] yml [MASK] fatal [MASK] failed [MASK] false [MASK] [MASK] to connect [MASK] the [MASK] [MASK] psrp connection [MASK] [MASK] reset error number [MASK] reset by peer skip reason host [MASK] is [MASK] [MASK] [MASK] reachable true,targetvm
[MASK] failed [MASK] play [MASK] verify [MASK] [MASK] task wait for port [MASK] [MASK] become open or [MASK] specific keyword task path home [MASK] workspace [MASK] debian number [MASK] [MASK] b it number ga ide [MASK] number [MASK] ansible [MASK] [MASK] [MASK] common vm [MASK] [MASK] yml [MASK] [MASK] [MASK] [MASK] timeout when waiting [MASK] search string openssh in ip address timestamp task exit [MASK] when exit testing when fail [MASK] set true [MASK] path home worker [MASK] [MASK] debian number x number [MASK] [MASK] [MASK] [MASK] ide [MASK] number efi ansible vsphere [MASK] validation linux setup test rescue yml number fatal localhost [MASK] [MASK] to run test case ovt [MASK] [MASK],targetvm
timestamp [MASK] [MASK] [MASK] ovt verify status [MASK] [MASK] check process [MASK] nvm [MASK] is [MASK] task path home worker [MASK] ansible debian number x number b [MASK] para [MASK] vmxnet [MASK] bios [MASK] vsphere gos validation linux utilities check [MASK] status yml number [MASK] [MASK] failed user vmware [MASK] t have [MASK] process vmtoolsd nvm [MASK],targetvm
timestamp failed [MASK] play win tools [MASK] install [MASK] [MASK] [MASK] win [MASK] complete install [MASK] upload local [MASK] [MASK] esxi data store task path [MASK] [MASK] workspace [MASK] existing ansible vsphere [MASK] validation [MASK] esxi upload [MASK] store file yml number connection reset [MASK] error [MASK] [MASK] reset by peer url library error url error [MASK] [MASK] error [MASK] number connection reset by [MASK] [MASK] error [MASK] error object is not sub scriptable fatal [MASK] [MASK] [MASK] [MASK] [MASK] stdout [MASK] for the exact error,targetvm
timestamp failed at play win tools complete install [MASK] [MASK] task [MASK] tools complete [MASK] [MASK] check vm test vm [MASK] [MASK] task path [MASK] worker workspace ansible windows number [MASK] [MASK] number ga sata [MASK] ansible vsphere [MASK] [MASK] common [MASK] [MASK] ip yml number [MASK] [MASK] failed failed to get vm [MASK] vm ip [MASK],targetvm
timestamp failed at play cpu multi cores per [MASK] timestamp task cpu [MASK] cores [MASK] socket check vm test vm [MASK] address task [MASK] [MASK] [MASK] workspace ansible windows number b it number [MASK] [MASK] [MASK] [MASK] [MASK] gos validation common [MASK] [MASK] [MASK] yml number [MASK] [MASK] [MASK] failed to get vm test [MASK] ip address,targetvm
timestamp [MASK] at play win [MASK] complete install [MASK] timestamp task win [MASK] complete install verify [MASK] [MASK] [MASK] vm [MASK] address [MASK] [MASK] home worker [MASK] ansible windows number [MASK] it number ga ide efi ansible vsphere gos [MASK] common [MASK] get ip [MASK] number fatal [MASK] failed failed [MASK] get vm [MASK] vm ip [MASK],targetvm
timestamp failed at [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] balloon check vm test vm ip address [MASK] [MASK] home [MASK] workspace ansible windows [MASK] b it number [MASK] ide efi ansible vsphere gos validation common vm get ip [MASK] [MASK] [MASK] localhost [MASK] failed [MASK] [MASK] vm test vm ip address,targetvm
timestamp failed at play [MASK] verify status timestamp task [MASK] process vmtoolsd [MASK] user is running task [MASK] home [MASK] workspace [MASK] debian number [MASK] [MASK] b it [MASK] [MASK] virtual vmxnet number efi [MASK] [MASK] gos validation linux [MASK] [MASK] [MASK] status yml number [MASK] localhost [MASK] user vmware doesn t [MASK] running process [MASK] nvm [MASK],targetvm
[MASK] failed at play [MASK] [MASK] add basic [MASK] [MASK] check vm test vm ip address task path home worker [MASK] [MASK] [MASK] [MASK] [MASK] number [MASK] [MASK] [MASK] para virtual vmxnet number [MASK] [MASK] vsphere gos validation common vm [MASK] ip [MASK] [MASK] fatal localhost [MASK] failed to get vm test vm ip address,targetvm
timestamp failed [MASK] [MASK] go sc perl static [MASK] timestamp task [MASK] [MASK] guest [MASK] [MASK] path home [MASK] workspace [MASK] [MASK] number x [MASK] [MASK] [MASK] main para virtual vmxnet [MASK] [MASK] ansible vsphere gos validation linux guest customization [MASK] [MASK] [MASK] [MASK] yml number fatal localhost failed customization failed for detailed information see [MASK] [MASK] [MASK] customization result event timed out,targetvm
timestamp failed [MASK] [MASK] [MASK] [MASK] [MASK] dhcp timestamp [MASK] customize linux [MASK] os task path home [MASK] [MASK] ansible debian number x [MASK] b it [MASK] para [MASK] [MASK] [MASK] bios ansible vsphere gos [MASK] linux guest [MASK] linux go sc execution yml [MASK] fatal localhost failed customization failed [MASK] detailed [MASK] see warnings waiting for customization result [MASK] timed [MASK],targetvm
timestamp [MASK] at [MASK] ovt verify [MASK] install timestamp task [MASK] vm [MASK] vm [MASK] [MASK] task path home [MASK] [MASK] ansible debian number x number b it [MASK] para virtual vmxnet [MASK] bios [MASK] [MASK] gos validation common vm get [MASK] yml number fatal [MASK] failed failed to get [MASK] [MASK] [MASK] ip [MASK],targetvm
timestamp [MASK] at play memory hot add [MASK] [MASK] task check vm [MASK] vm ip address task path home [MASK] [MASK] ansible debian [MASK] x number b it main [MASK] virtual vmxnet number bios [MASK] vsphere gos validation [MASK] [MASK] get [MASK] yml [MASK] [MASK] localhost failed failed [MASK] [MASK] vm [MASK] [MASK] [MASK] address,targetvm
[MASK] failed at play device list [MASK] task wait [MASK] vmware tools collecting guest info [MASK] path home [MASK] workspace ansible debian [MASK] x number b it [MASK] para virtual vmxnet [MASK] [MASK] [MASK] vsphere gos validation [MASK] [MASK] [MASK] [MASK] [MASK] yml number fatal [MASK] failed hardware configuration [MASK],targetvm
[MASK] [MASK] at [MASK] ovt [MASK] [MASK] timestamp [MASK] check process vmtoolsd nvm [MASK] is [MASK] task path [MASK] worker [MASK] ansible debian number [MASK] number b [MASK] para virtual [MASK] number bios ansible [MASK] gos [MASK] linux [MASK] check process [MASK] yml number fatal localhost failed user vmware [MASK] t have running process [MASK] nvm user,targetvm
timestamp [MASK] [MASK] [MASK] go sc perl static [MASK] [MASK] [MASK] gos [MASK] failed task path [MASK] [MASK] workspace ansible debian [MASK] x number b [MASK] para [MASK] [MASK] [MASK] bios ansible vsphere gos [MASK] linux guest customization linux go sc verify yml number fatal [MASK] failed vm [MASK] [MASK] localhost expected [MASK] is go [MASK] [MASK] vm number [MASK] dns domain name is expected domain name [MASK] go sc test com [MASK] dns servers [MASK] ip address not [MASK] [MASK] [MASK] [MASK] address [MASK] address [MASK] dns domain [MASK] domains are [MASK] not expected search domains [MASK] com go [MASK] [MASK] com vm [MASK] [MASK] v [MASK] address is ip address expected ip [MASK] [MASK] address is ip address vm static ip [MASK] number [MASK] is [MASK] [MASK] expected ip [MASK] number gateway is ip [MASK] vm [MASK] clock utc is true [MASK] [MASK] [MASK] utc is [MASK],targetvm
